feature,gain_sum,gain_mean
DetourIndex,21.95555903017521,4.391111806035042
ATS8d,21.938273891806602,4.387654778361321
ATS8i,21.906009022146463,4.381201804429293
SpAD_A,21.67516928911209,4.335033857822419
AATS6Z,21.5141864977777,4.30283729955554
Xp-1d,21.44222069531679,4.288444139063358
AATSC8se,21.39187940210104,4.278375880420208
SpAD_Dzpe,21.184838265180588,4.2369676530361176
ATS7are,21.11994904279709,4.223989808559418
Xp-3d,21.04144462198019,4.208288924396038
AATS2v,20.826680313795805,4.165336062759161
AATS3m,20.714085072278976,4.142817014455796
nBondsM,20.65606689453125,4.13121337890625
SM1_Dzpe,20.57544246315956,4.115088492631912
ATS5are,20.52409092336893,4.104818184673786
n6ARing,20.45338835567236,4.090677671134472
ETA_dEpsilon_C,20.40795497968793,4.081590995937586
ETA_beta_ns_d,20.325179159641266,4.065035831928253
SpAbs_DzZ,20.287413872778416,4.057482774555683
SZ,20.26569001376629,4.053138002753258
AATS4Z,19.982720401138067,3.9965440802276135
MATS1m,19.962260901927948,3.9924521803855897
ETA_dBeta,19.09715923294425,3.81943184658885
AATS6dv,19.059718422591686,3.8119436845183374
AATSC8are,19.012898966670036,3.802579793334007
AATS2Z,18.829089783132076,3.765817956626415
nH,18.783307760953903,3.7566615521907805
AATS3Z,18.69477143883705,3.7389542877674105
SpDiam_Dzare,18.633651182055473,3.7267302364110946
ETA_epsilon_1,18.40520503371954,3.681041006743908
AATS0v,18.29328191280365,3.65865638256073
