inchikey,smiles,mol_chembl_id,chembl_pxr_pchembl,n_chembl_pxr_rows,assays,overlaps_challenge_exact
ACHYQRJTXWSXNR-UHFFFAOYSA-N,COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1Br,CHEMBL4856961,6.22,1,CHEMBL4834541,False
ADKOPWFCGKLXMN-UHFFFAOYSA-N,CN1CCN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc21,CHEMBL4217418,7.75,1,CHEMBL4182854,False
AEIAAWBDOUMTLX-HYUGZUBYSA-N,Cc1cccc(F)c1COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,CHEMBL3949984,5.32,1,CHEMBL4701268,False
AEMZJBZKICOPPC-RNMMDBENSA-N,CC(C)(O)c1ccc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)F)n5)(CC3)CC4)C(=O)[C@H]3C[C@](O)(C(F)(F)F)C3)c2)cc1,CHEMBL5182534,4.3,1,CHEMBL5148492,False
AHLBNYSZXLDEJQ-FWEHEUNISA-N,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,CHEMBL175247,4.55,1,CHEMBL3531532,True
ALDJVABCVUVJGI-SRJUEMFDSA-N,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.Cl,CHEMBL1200902,5.025,2,"CHEMBL3531531,CHEMBL3531532",False
AOCAWQPFJXXOHX-UHFFFAOYSA-N,CC(C)(CCO)c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,CHEMBL4453347,5.89,1,CHEMBL4329690,False
ARAGAGXUWLVCPT-UHFFFAOYSA-N,O=C(C1CCS(=O)(=O)CC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,CHEMBL5204648,5.4,1,CHEMBL5148492,False
ASLADTXOLVSOER-UHFFFAOYSA-N,COc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1Cl,CHEMBL4860882,6.6,1,CHEMBL4834541,False
AVTXZSGXHMLEBX-NDEPHWFRSA-N,O=C(N1CCOCC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,CHEMBL3948821,5.9,1,CHEMBL4701268,False
AWOZLZVEQAYRHZ-UHFFFAOYSA-N,O=C(C1CCCC1)N1CCC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,CHEMBL3983495,6.1,1,CHEMBL4339771,False
AZVFIZVKGSPGPK-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,CHEMBL1891684,5.6,2,"CHEMBL3531531,CHEMBL3531532",False
BAINIUMDFURPJM-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,CHEMBL13828,5.46,3,"CHEMBL3531530,CHEMBL3531531,CHEMBL3531532",False
BANKSZZTXXTYRE-UHFFFAOYSA-N,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,CHEMBL4591380,8.0,1,CHEMBL4339771,False
BDHJMTYEOPCPKG-UHFFFAOYSA-N,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(N)cc3)c2C)c1,CHEMBL4869921,5.16,1,CHEMBL4834541,False
BFDADFMMNADXMI-UHFFFAOYSA-N,Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1Cc1ccccc1,CHEMBL4866041,6.0,1,CHEMBL4839744,False
BFSXCXZPOKQITB-UHFFFAOYSA-N,Clc1ccc(C2(c3nnc4c(Oc5ccc6ccccc6c5)cccn34)CC2)cc1,CHEMBL3318971,6.1,1,CHEMBL3364417,False
BGNXCDMCOKJUMV-UHFFFAOYSA-N,CC(C)(C)c1cc(O)ccc1O,CHEMBL242080,5.300000000000001,2,"CHEMBL3531531,CHEMBL3531532",False
BKAQDKUFAULKQY-UHFFFAOYSA-N,Cc1nc(C)c(CNc2nc(C3CC3)nc(Cl)c2C)s1,CHEMBL3622879,4.72,1,CHEMBL3750579,False
BLSQLHNBWJLIBQ-UHFFFAOYSA-N,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL1714574,4.949999999999999,2,"CHEMBL3531531,CHEMBL3531532",False
BLUAFEHZUWYNDE-NNWCWBAJSA-N,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,CHEMBL269671,4.52,1,CHEMBL3528877,False
BQHAWTCAMGGGMD-UHFFFAOYSA-N,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(Cl)cc3)c2C)c1,CHEMBL4858908,5.64,1,CHEMBL4834541,False
BQNRGXYILVEUPJ-UHFFFAOYSA-N,COc1ccc(C)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,CHEMBL4850195,6.0,1,CHEMBL4834541,False
BRLDZMBOIRWMNY-UHFFFAOYSA-N,OC(c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12)C1CC1,CHEMBL4457613,4.32,1,CHEMBL4329690,False
BRZMGCBYNWBKCQ-UHFFFAOYSA-N,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,CHEMBL4467967,6.0,1,CHEMBL4339771,False
BWMZWTSNHQZTLZ-UHFFFAOYSA-N,COc1ccc(Cl)cc1-n1cc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nn1,CHEMBL4850323,6.11,1,CHEMBL4834541,False
CAAQQLAZKZBPMH-UHFFFAOYSA-N,COC(=O)c1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1C,CHEMBL4858163,5.8,1,CHEMBL4834541,False
CJEPCVNMGKMCGZ-UHFFFAOYSA-N,CCC(O)(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)C(F)(F)F,CHEMBL4444851,7.32,1,CHEMBL4339771,False
CMPKUQJCGVJOQI-UHFFFAOYSA-N,Cc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,CHEMBL3318980,5.06,1,CHEMBL3364417,False
CNFBLHDMTWBWDE-UHFFFAOYSA-N,COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1Cl,CHEMBL4869893,6.22,1,CHEMBL4834541,False
CTVXHVUEIOOGDK-UHFFFAOYSA-N,COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C(C)=O,CHEMBL4872210,6.3,1,CHEMBL4834541,False
CUJAJPVZEWNBML-UHFFFAOYSA-N,COc1cc(C)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,CHEMBL4865738,6.0,1,CHEMBL4834541,False
CWSDSHIYVCDQNB-CYOAQLCUSA-N,CN1CC2CCC(C1)N2C(=O)[C@]12C[C@H]1c1cc(F)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)C4(C)CC4)cc3n1C2,CHEMBL4067852,4.78,1,CHEMBL4056156,False
CWXMMQNRAWYVRM-UHFFFAOYSA-N,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(Cl)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,CHEMBL4555738,6.64,1,CHEMBL4339771,False
CYQFCXCEBYINGO-IAGOWNOFSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,CHEMBL465,4.7,2,"CHEMBL3531531,CHEMBL3531532",False
CZYALTGXIQQGCT-NSYGIPOTSA-N,CCCC[C@H](NC(=O)[C@H](C)c1c(C)[nH]c2ccc(O)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,CHEMBL4861270,5.72,1,CHEMBL4818546,False
DBSRTQWUAJYMBG-UHFFFAOYSA-N,COc1cc(C(C)C)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,CHEMBL4851190,6.08,1,CHEMBL4834541,False
DLEUANUZDIUIBV-UHFFFAOYSA-N,NC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,CHEMBL4580320,6.56,1,CHEMBL4339771,False
DOYKDSRUMLFCCJ-UHFFFAOYSA-N,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3Cl)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,CHEMBL4756437,6.33,1,CHEMBL4701268,False
DSIKPABWAOKGSR-UHFFFAOYSA-N,Clc1ccc(C2(c3nnc4c(C5CC5)cccn34)CC2)cc1,CHEMBL3318978,4.3,1,CHEMBL3364417,False
DTOSIQBPPRVQHS-PDBXOOCHSA-N,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,CHEMBL8739,8.7,1,CHEMBL3531532,False
DUBUCROMSYFQOW-UHFFFAOYSA-N,CC(C)(O)CNC(=O)CC1CSc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc2N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4206368,5.87,3,CHEMBL4182854,False
DWLPNEAIQATTGD-UHFFFAOYSA-N,Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1,CHEMBL3622898,5.67,2,"CHEMBL3750579,CHEMBL5318427",False
DWTTZBARDOXEAM-GXTWGEPZSA-N,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,CHEMBL450613,4.609999999999999,2,"CHEMBL3531531,CHEMBL3531532",False
DXYRRGYZBRAKFU-UHFFFAOYSA-N,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C)cc3)c2C)c1,CHEMBL4847918,5.68,1,CHEMBL4834541,False
FADZTFWMZOQMAW-UHFFFAOYSA-N,COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1F,CHEMBL4869462,6.0,1,CHEMBL4834541,False
FAIIFDPAEUKBEP-UHFFFAOYSA-N,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CHEMBL517427,5.72,3,"CHEMBL3531530,CHEMBL3531531,CHEMBL3531532",False
FAOZLTXFLGPHNG-KNAQIMQKSA-N,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1200600,5.2,2,"CHEMBL3531531,CHEMBL3531532",False
FHIKZROVIDCMJA-UHFFFAOYSA-N,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1.Cl,CHEMBL347036,4.75,2,"CHEMBL3531531,CHEMBL3531532",False
FLXMKXZJQCUECV-UHFFFAOYSA-N,O=C(CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1)N1CCOCC1,CHEMBL4205428,6.42,1,CHEMBL4182854,False
FOSZTBOMAKNEAC-UHFFFAOYSA-N,Cc1ccc(-c2c(C)nc(-c3cccc(F)c3O)n(CCc3ccccc3)c2=O)s1,CHEMBL4859029,5.6,1,CHEMBL4839744,False
FQHZSWUTWIAWID-CQSZACIVSA-N,O[C@H](c1ccccn1)C1(c2ccc(OC(F)(F)F)cc2)CC(F)(F)C1,CHEMBL3827928,5.24,1,CHEMBL3829804,False
FQINKRRHMSXCFE-LKBSSSLOSA-N,COc1ccc(C2CNC(=O)OC2(C)C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,CHEMBL4846038,5.7,1,CHEMBL4843602,False
FQWMGYJHFABALZ-FXAWDEMLSA-N,CC(C)(O)[C@H](F)CNC(=O)C[C@@H]1CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc2N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4212978,5.7,1,CHEMBL4182854,False
