name,split,row_weight,l2_anchor,max_weight,MAE,Spearman_R,delta_mae_vs_raw_anchor,oof_abs_delta_p95,weight_l1_from_anchor,weight_max,fold_weight_l1_mean,fold_weight_l1_std,raw_test_delta_mean,raw_test_delta_std,raw_test_abs_delta_mean,raw_test_abs_delta_p95,raw_test_abs_delta_max,raw_test_pred_mean,raw_test_pred_std,id55_abs_delta_mean,id55_abs_delta_p90,id55_abs_delta_max,id55_pearson,id55_spearman,id56_minus_id55_pearson,id56_minus_id55_spearman,id56_minus_id55_projection,id56_minus_id51_pearson,id56_minus_id51_spearman,id56_minus_id51_projection
test_nn_t25__low_disagreement__l2_0p1,test_nn_t25,low_disagreement,0.1,none,0.3872008701945094,0.852579521976145,-0.004243124392979913,0.06806792407998626,0.23310621152341698,0.41034821135110777,0.23146832167525452,0.015965905203814502,0.0001877120078105952,0.03108621003346107,0.024907938914496015,0.058925708399262956,0.10476516513601997,4.737700694688217,0.7277612333241611,0.09537980436730402,0.177132762404702,0.39223887419434167,0.9931059925544862,0.9925251759221336,0.8059207881413806,0.77061476394862,1.1442325041173376,0.7269889323783947,0.710760262361481,1.1491902199889994
mixed_analog_t30__low_disagreement__l2_0p1,mixed_analog_t30,low_disagreement,0.1,none,0.387265859457362,0.8526581859954744,-0.0041781351301272696,0.068832023952254,0.23310621152341698,0.41034821135110777,0.23496759849682247,0.0172311598410248,0.0001877120078105952,0.03108621003346107,0.024907938914496015,0.058925708399262956,0.10476516513601997,4.737700694688217,0.7277612333241611,0.09537980436730402,0.177132762404702,0.39223887419434167,0.9931059925544862,0.9925251759221336,0.8059207881413806,0.77061476394862,1.1442325041173376,0.7269889323783947,0.710760262361481,1.1491902199889994
umap__importance__l2_0p3,umap,importance,0.3,none,0.3876627476205391,0.8521951917245684,-0.0037812469669502025,0.058731881657627515,0.19743299922015733,0.38829091973095126,0.1976554917572034,0.008350355449648027,0.00036009929881433586,0.026804816542141275,0.021440585004555014,0.052386205755572846,0.08905919381624727,4.737873081979221,0.7255601675885323,0.09430324932239484,0.17392372189697022,0.3899444838853343,0.9936442453225455,0.9931481742212211,0.7906891940169521,0.7555816523312173,1.0981060588990783,0.7012942920497105,0.6853689707204134,1.084516215453314
mixed_analog_t20__importance__l2_0p3,mixed_analog_t20,importance,0.3,none,0.3876776566887804,0.8521498190338487,-0.0037663378987088936,0.05861447130476353,0.19743299922015733,0.38829091973095126,0.19856010915518096,0.00425305528961258,0.00036009929881433586,0.026804816542141275,0.021440585004555014,0.052386205755572846,0.08905919381624727,4.737873081979221,0.7255601675885323,0.09430324932239484,0.17392372189697022,0.3899444838853343,0.9936442453225455,0.9931481742212211,0.7906891940169521,0.7555816523312173,1.0981060588990783,0.7012942920497105,0.6853689707204134,1.084516215453314
mixed_analog_t25__importance__l2_0p3,mixed_analog_t25,importance,0.3,none,0.387690877111911,0.8521448822969064,-0.0037531174755782715,0.05856216738583732,0.19743299922015733,0.38829091973095126,0.19718507575203964,0.008635094154221706,0.00036009929881433586,0.026804816542141275,0.021440585004555014,0.052386205755572846,0.08905919381624727,4.737873081979221,0.7255601675885323,0.09430324932239484,0.17392372189697022,0.3899444838853343,0.9936442453225455,0.9931481742212211,0.7906891940169521,0.7555816523312173,1.0981060588990783,0.7012942920497105,0.6853689707204134,1.084516215453314
test_nn_t25__importance__l2_0p3,test_nn_t25,importance,0.3,none,0.38772176293393973,0.8521145674867542,-0.003722231653549568,0.05926387442902858,0.19743299922015733,0.38829091973095126,0.1984086832950966,0.009751754868321904,0.00036009929881433586,0.026804816542141275,0.021440585004555014,0.052386205755572846,0.08905919381624727,4.737873081979221,0.7255601675885323,0.09430324932239484,0.17392372189697022,0.3899444838853343,0.9936442453225455,0.9931481742212211,0.7906891940169521,0.7555816523312173,1.0981060588990783,0.7012942920497105,0.6853689707204134,1.084516215453314
test_nn_t30__importance__l2_0p3,test_nn_t30,importance,0.3,none,0.3877472460191562,0.8521385736099638,-0.0036967485683330747,0.059688486095323935,0.19743299922015733,0.38829091973095126,0.19897564391441463,0.00395874630515932,0.00036009929881433586,0.026804816542141275,0.021440585004555014,0.052386205755572846,0.08905919381624727,4.737873081979221,0.7255601675885323,0.09430324932239484,0.17392372189697022,0.3899444838853343,0.9936442453225455,0.9931481742212211,0.7906891940169521,0.7555816523312173,1.0981060588990783,0.7012942920497105,0.6853689707204134,1.084516215453314
mixed_analog_t30__importance__l2_0p3,mixed_analog_t30,importance,0.3,none,0.38780196924893967,0.852157019974499,-0.003642025338549626,0.059687660389588816,0.19743299922015733,0.38829091973095126,0.19733592442930709,0.012453322837632267,0.00036009929881433586,0.026804816542141275,0.021440585004555014,0.052386205755572846,0.08905919381624727,4.737873081979221,0.7255601675885323,0.09430324932239484,0.17392372189697022,0.3899444838853343,0.9936442453225455,0.9931481742212211,0.7906891940169521,0.7555816523312173,1.0981060588990783,0.7012942920497105,0.6853689707204134,1.084516215453314
umap__potent46_soft__l2_0p3,umap,potent46_soft,0.3,none,0.38824600143875637,0.8516634229741956,-0.003197993148732925,0.050900688583782744,0.1704854584857023,0.3735692764165962,0.16931936180152424,0.00708363529587382,-0.00016195938299524523,0.0234361989618935,0.018725261952244998,0.047021561012964584,0.07804979375527887,4.737351023297411,0.7238462268308499,0.09403587417872285,0.17464102900931489,0.3733875038365957,0.9940004286969485,0.993533937185701,0.7791919027903136,0.740144200684916,1.0679463620985044,0.6834652248067743,0.6625679796118052,1.0431046261502324
mixed_analog_t25__potent46_soft__l2_0p3,mixed_analog_t25,potent46_soft,0.3,none,0.38826520963403854,0.8516786238419711,-0.003178784953450753,0.051026522374499006,0.1704854584857023,0.3735692764165962,0.16872893111651377,0.012683169151949723,-0.00016195938299524523,0.0234361989618935,0.018725261952244998,0.047021561012964584,0.07804979375527887,4.737351023297411,0.7238462268308499,0.09403587417872285,0.17464102900931489,0.3733875038365957,0.9940004286969485,0.993533937185701,0.7791919027903136,0.740144200684916,1.0679463620985044,0.6834652248067743,0.6625679796118052,1.0431046261502324
mixed_analog_t20__potent46_soft__l2_0p3,mixed_analog_t20,potent46_soft,0.3,none,0.3882734229332605,0.8516485370841549,-0.003170571654228793,0.050993489636094375,0.1704854584857023,0.3735692764165962,0.16897790386892167,0.007745855306864158,-0.00016195938299524523,0.0234361989618935,0.018725261952244998,0.047021561012964584,0.07804979375527887,4.737351023297411,0.7238462268308499,0.09403587417872285,0.17464102900931489,0.3733875038365957,0.9940004286969485,0.993533937185701,0.7791919027903136,0.740144200684916,1.0679463620985044,0.6834652248067743,0.6625679796118052,1.0431046261502324
