id,name,submission_path,oof_mae,oof_spearman,oof_residual_r,test_pearson_vs_id48,test_spearman_vs_id48,mean_abs_shift_vs_id48,p90_abs_shift_vs_id48,max_abs_shift_vs_id48,projection_on_id50_direction,cosine_vs_id50_direction,orthogonal_score
747,tabpfn_boltz_trunk_pretrain_embed_b_umap_default,track1_activity/submissions/tabpfn_boltz_trunk_pretrain_embed_b_umap_default.csv,0.5168,0.7268,0.6188194203192828,0.8692503200910746,0.8129540270098073,0.32149334070827973,0.6295845324478777,1.4063265418938489,3.9074338411247815,0.2801403631946311,0.03769579477458656
114,lgbm_avalon_2048_umap,track1_activity/submissions/lgbm_avalon_2048_umap.csv,0.5878,0.6566,0.7317836834525281,0.738746912737571,0.7322873631049762,0.3917964572550306,0.9158184022831717,1.7670252269368483,0.5959311755406397,0.03212707458702248,0.03620475909949299
170,chemprop_multitask5_umap_aux0.0_tuned,track1_activity/submissions/chemprop_multitask5_umap_aux0.0_tuned.csv,0.5236,0.7224,0.5249844828966087,0.9317313621131601,0.9148567806107358,0.23121568166447493,0.46981478787537545,1.2981140554772996,0.3939086051095646,0.03736743538810329,0.0361052382024548
92,lgbm_count_morgan_r3_2048_scaffold,track1_activity/submissions/lgbm_count_morgan_r3_2048_scaffold.csv,0.547,0.7024,0.6850042572319732,0.7906860137982815,0.776450734879575,0.35307337795994487,0.8285782834869568,1.7131964296894555,1.1532585655451717,0.06835025381169327,0.03440594678534935
391,tabpfn_mordred_jazzy_umap_v2_5,track1_activity/submissions/tabpfn_mordred_jazzy_umap_v2_5.csv,0.4973,0.7323,0.6057709918709441,0.8732459297051074,0.8851143671638566,0.28497274889941204,0.5838172292936554,1.545263838155308,6.3169399523257095,0.47441653462756794,0.033831145498754656
1454,tabpfn_chemberta_5m_mtr_pretrain_embed_umap_default,track1_activity/submissions/tabpfn_chemberta_5m_mtr_pretrain_embed_umap_default.csv,0.4971,0.7318,0.5920881424884672,0.9223923583413213,0.9179847253417633,0.24113375808578746,0.49419917901371807,1.2552906274638187,4.218593340274308,0.39072100175641195,0.033499033094219914
91,lgbm_count_morgan_r2_2048_scaffold,track1_activity/submissions/lgbm_count_morgan_r2_2048_scaffold.csv,0.5373,0.7162,0.6806268518685581,0.8218209238613529,0.8172853455157403,0.33679258145016533,0.7855315008726873,1.60935309829342,2.406853524890799,0.15114063349211895,0.031895613122088703
527,chemprop_pretrain_finetune_frozen_lowlr_const_umap,track1_activity/submissions/chemprop_pretrain_finetune_frozen_lowlr_const_umap.csv,0.5054,0.7645,0.5250117429194767,0.9157100924787381,0.9124266517054636,0.29464499880075246,0.5992888628641115,1.0129167503269771,4.126523055979223,0.32536552861036466,0.03173177698545463
397,lgbm_morgan_r2_2048_mixed,track1_activity/submissions/lgbm_morgan_r2_2048_mixed.csv,0.5651,0.6952,0.6722260141567721,0.6628433218110283,0.667330048629691,0.435760394463914,0.9496957096816262,2.3782832631511917,1.0858031650988238,0.052876517689738056,0.030426760459733485
314,lgbm_avalon_2048_umap_drop32,track1_activity/submissions/lgbm_avalon_2048_umap_drop32.csv,0.5945,0.6304,0.7358783194423785,0.7631228409561643,0.7543238507268846,0.3753831596496322,0.8626823451449944,1.7164417413097075,1.343203635651742,0.07610250373116298,0.029060300450489938
