split,fold,model,family,leakage_free_retrain,n_val,mae,r2,spearman,bias,pred_std
public_chembl_ext_nn_ge025,0,mordred_lgbm,2d,True,790,0.5125847155768897,0.5811355354050354,0.7124863803770318,0.0458716670078242,0.8077290466644843
public_chembl_ext_nn_ge025,0,morgan2048_lgbm,fingerprint,True,790,0.5746752958975461,0.4791052297787194,0.6490246579913924,0.0528925235904987,0.751023504912608
public_chembl_ext_nn_ge025,0,rdkit_full_lf_pred_lgbm,2d_plus_log2fc_pred,True,790,0.3939137738579179,0.7361533395602294,0.8447339178351018,0.0370744331164709,0.9399227252996656
public_chembl_ext_nn_ge025,0,mordred_lf_pred_lgbm,2d_plus_log2fc_pred,True,790,0.3976374266692552,0.7357089721483214,0.8398538244729732,0.0325305071869494,0.9332251007432067
public_chembl_ext_nn_ge025,0,rdkit_full_singleconc_jazzy_lgbm,2d_plus_aux_observed,True,790,0.4162593536677985,0.7080184662590169,0.8371428886598132,0.0293656543909374,0.8907824096281779
public_chembl_ext_nn_ge025,0,mordred_singleconc_jazzy_lgbm,2d_plus_aux_observed,True,790,0.4201378983996728,0.7007176670378794,0.8301711824172721,0.0292970966199342,0.8775826055608836
umap_canonical,0,current_pool_simple_mean_oof,oof_stack_diagnostic,False,831,0.4523245883392832,0.6839646672185101,0.8014104002888686,0.0895774946596584,0.8550245894438468
umap_canonical,0,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,831,0.4054246107182654,0.7592021837024417,0.8372222487698261,0.0749321253593788,0.9467260505196928
umap_canonical,0,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,831,0.410544271429295,0.7511844698593373,0.8342840953265087,0.0717027557357504,0.918173745475482
umap_canonical,1,current_pool_simple_mean_oof,oof_stack_diagnostic,False,830,0.4031466338795422,0.7886699331807491,0.8633143645138167,0.0337931589731022,0.9624050820338096
umap_canonical,1,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,830,0.3728224623242988,0.8226168016125351,0.8799604691224578,0.0093284271984821,1.0232544831096266
umap_canonical,1,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,830,0.3814653267667297,0.8136905313084908,0.8773154813139551,0.0243462853113996,0.9955020374702528
umap_canonical,2,current_pool_simple_mean_oof,oof_stack_diagnostic,False,829,0.421212725835549,0.6776802127154431,0.8226600723674953,-0.0132093214327233,0.8394837409632873
umap_canonical,2,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,829,0.4075111479970835,0.697828049657939,0.8503705056533757,-0.0712295147133249,0.9492546040510976
umap_canonical,2,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,829,0.4044012615061043,0.7055393900735633,0.8451060371848441,-0.0396728620417324,0.8957186879239593
umap_canonical,3,current_pool_simple_mean_oof,oof_stack_diagnostic,False,818,0.3809964711508716,0.6914580554351857,0.7927038027103973,-0.0139711689204179,0.810926333984007
umap_canonical,3,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,818,0.3513802610510868,0.7492030633590288,0.8312356224583587,-0.008145007412131,0.8842590229849601
umap_canonical,3,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,818,0.353127214828043,0.7450501743204244,0.8296884046406533,-0.0045038763542048,0.8575281443835054
umap_canonical,4,current_pool_simple_mean_oof,oof_stack_diagnostic,False,832,0.4356589099242647,0.7442915643873107,0.8413319230318579,-0.0104361773033936,0.9725372517504536
umap_canonical,4,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,832,0.4168605301393259,0.7658307634466801,0.8505048258449146,-0.0016227955268003,1.0586549507748917
umap_canonical,4,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,832,0.4191201836202187,0.7635602765204319,0.8520719519189028,-0.0002885821834553,1.018432168432044
public_adv_top513,0,current_pool_simple_mean_oof,oof_stack_diagnostic,False,513,0.3996971773401141,0.6742395258885758,0.7739171756908474,-0.0941756338344146,0.711032033684681
public_adv_top513,0,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,513,0.3720144675943714,0.7185305999538241,0.8200282733281133,-0.0948717480131176,0.7914551671538642
public_adv_top513,0,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,513,0.3726806808536542,0.7200736720173382,0.8180174701718395,-0.0829310131590383,0.7666546484944142
public_testnn_top513,0,current_pool_simple_mean_oof,oof_stack_diagnostic,False,513,0.4013667436128368,0.743363769299154,0.8268295968813587,-0.0685980162642233,0.8303197644110836
public_testnn_top513,0,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,513,0.3600186226701194,0.7903300111631151,0.8641796498866211,-0.0624728169124924,0.8923486372546324
public_testnn_top513,0,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,513,0.3658086764845786,0.787193541829426,0.8593832569247795,-0.0547605339854057,0.8704655405825955
public_log2fc_top513,0,current_pool_simple_mean_oof,oof_stack_diagnostic,False,513,0.3084263513696021,0.1679275680333071,0.5552930056644299,-0.0667317139867427,0.2927617622917746
public_log2fc_top513,0,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,513,0.2848320344539751,0.3264222642638301,0.6100003561968642,0.02711244696866,0.2707162384748129
public_log2fc_top513,0,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,513,0.2834399292589356,0.3304365609684184,0.6161695925569974,-0.0012427781019548,0.2627373451341446
public_hybrid_nolabel_top513,0,current_pool_simple_mean_oof,oof_stack_diagnostic,False,513,0.3625366560163657,0.4793352447500509,0.6874259705798058,-0.0895793662113572,0.4455674567668025
public_hybrid_nolabel_top513,0,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,513,0.3255079295856672,0.5784568336481006,0.7608278799952926,-0.0634442837177422,0.4821811359344768
public_hybrid_nolabel_top513,0,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,513,0.3309216531369732,0.5702757081488019,0.7533879702636308,-0.0619801239462391,0.4667098192352252
public_hybrid_with_y_top513,0,current_pool_simple_mean_oof,oof_stack_diagnostic,False,513,0.3460736191680282,0.0718825607796719,0.5786516135172269,-0.2075045504493693,0.2856042277491449
public_hybrid_with_y_top513,0,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,513,0.3157083622994912,0.2277799492965184,0.6752026008656955,-0.1872473485607469,0.321547479773636
public_hybrid_with_y_top513,0,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,513,0.3103054520728772,0.254495673066254,0.6678088736064287,-0.165763145525976,0.309136223164963
public_chembl_ext_nn_ge025,0,current_pool_simple_mean_oof,oof_stack_diagnostic,False,790,0.4235157464423836,0.7029148798642366,0.8130508602711018,0.0171233544331489,0.8702351806327178
public_chembl_ext_nn_ge025,0,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,790,0.3909087326577802,0.7512095909949235,0.8457152619229323,-0.0047602851942231,0.9444838094882194
public_chembl_ext_nn_ge025,0,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,790,0.3960455320024338,0.745755952638333,0.8429812525549102,0.0100934112040356,0.9158991609142728
