test_rank_group,test_index,global_feature_idx,feature,family,shap_value,abs_shap,lgbm_gain
0,101,155,chemeleon_155,chemeleon,-0.2547424014302017,0.2547424014302017,39.13134277204517
0,101,2077,boltz_tier1__pae_pocket_ligand_std,boltz_tier1_conf,0.36824057247804,0.36824057247804,39.12246139807394
0,101,351,mordred__BIC2,mordred,0.019234892212751882,0.019234892212751882,37.836459086451214
0,101,942,mordred__MATS7v,mordred,-0.5726905341070538,0.5726905341070538,37.808100196532905
0,101,794,mordred__ATSC6i,mordred,-0.001583932011979908,0.001583932011979908,37.370917813444976
0,101,367,mordred__GGI7,mordred,-0.15626865910748744,0.15626865910748744,37.30982993339421
0,101,3,chemeleon_003,chemeleon,-0.23078350681768378,0.23078350681768378,36.78596264519729
0,101,2039,boltz_tier0__affinity_pred_value_1,boltz_tier0,0.023137262176125245,0.023137262176125245,36.75214085675543
0,101,92,chemeleon_092,chemeleon,-0.030504615690772445,0.030504615690772445,36.44561556905683
0,101,2040,boltz_tier0__affinity_pred_value_2,boltz_tier0,-0.2079706154809275,0.2079706154809275,36.40697170884232
0,101,4,chemeleon_004,chemeleon,-0.000683612949526342,0.000683612949526342,35.199122200894635
0,101,1967,rdkit__BCUT2D_MRLOW,rdkit_full,0.006422216642024098,0.006422216642024098,34.7510435411823
0,101,865,mordred__GATS6d,mordred,-0.5694873081276286,0.5694873081276286,34.6861109356978
0,101,2082,boltz_tier1__pde_pocket_ligand_min,boltz_tier1_conf,-0.08650783798705743,0.08650783798705743,33.97714115388226
0,101,797,mordred__ATSC6s,mordred,0.16748391652626654,0.16748391652626654,33.75129866541829
0,101,173,chemeleon_173,chemeleon,-0.020225250438365136,0.020225250438365136,33.60926935268799
0,101,131,chemeleon_131,chemeleon,-0.09079157836955527,0.09079157836955527,32.95559429706191
0,101,60,chemeleon_060,chemeleon,-0.05471883149937075,0.05471883149937075,32.7543355016096
0,101,809,mordred__ATSC8d,mordred,0.09653269954136122,0.09653269954136122,32.660651042097015
0,101,1549,mordred__nBondsKD,mordred,-0.018143746446432685,0.018143746446432685,32.02304521203041
0,101,1667,mordred__PEOE_VSA11,mordred,0.13869985459853018,0.13869985459853018,31.871597348712385
0,101,113,chemeleon_113,chemeleon,-0.1254159115339161,0.1254159115339161,31.68615034967661
0,101,925,mordred__MATS5s,mordred,0.01888784636298102,0.01888784636298102,31.45110488345381
0,101,224,chemeleon_224,chemeleon,0.4241242971834965,0.4241242971834965,31.370721287559718
0,101,90,chemeleon_090,chemeleon,-0.16868736566266102,0.16868736566266102,31.277922453911742
0,101,1747,mordred__FilterItLogS,mordred,0.18093878265659633,0.18093878265659633,31.089099025761243
0,101,305,mordred__Mv,mordred,0.06588832207127808,0.06588832207127808,31.064627079293132
0,101,1147,mordred__ATSC1se,mordred,0.21414581360428203,0.21414581360428203,30.87226200517034
0,101,1242,mordred__MINaaCH,mordred,-0.5077013117629602,0.5077013117629602,30.745061537600122
0,101,28,chemeleon_028,chemeleon,0.020230978298669215,0.020230978298669215,30.741137760531274
0,101,196,chemeleon_196,chemeleon,0.04147859619302478,0.04147859619302478,30.682054267643252
0,101,205,chemeleon_205,chemeleon,-0.016229852917865162,0.016229852917865162,30.592255660361843
0,101,118,chemeleon_118,chemeleon,0.02569331533423851,0.02569331533423851,30.51210103460471
0,101,2075,boltz_tier1__pae_protein_ligand_max,boltz_tier1_conf,-0.37046275260878037,0.37046275260878037,30.291831799782813
0,101,143,chemeleon_143,chemeleon,0.6424448200999043,0.6424448200999043,30.18373441172298
0,101,293,chemeleon_293,chemeleon,0.05908954172183257,0.05908954172183257,30.045691800201894
0,101,267,chemeleon_267,chemeleon,0.02344121853277353,0.02344121853277353,29.929607113910606
0,101,219,chemeleon_219,chemeleon,-0.07417178069106581,0.07417178069106581,29.657406132726464
0,101,129,chemeleon_129,chemeleon,-0.4548089094649461,0.4548089094649461,29.35002165354672
0,101,240,chemeleon_240,chemeleon,-0.08546746841790438,0.08546746841790438,29.32437900500372
0,101,96,chemeleon_096,chemeleon,-0.4962881710872042,0.4962881710872042,29.2447868885356
0,101,235,chemeleon_235,chemeleon,-0.4018041474145247,0.4018041474145247,29.19970093277516
0,101,141,chemeleon_141,chemeleon,-0.009123711211624388,0.009123711211624388,28.794938389619347
0,101,2011,rdkit__MinAbsEStateIndex,rdkit_full,0.07436294770870476,0.07436294770870476,28.770878607901977
0,101,989,mordred__TMPC10,mordred,0.04733683432064141,0.04733683432064141,28.648199595860206
0,101,63,chemeleon_063,chemeleon,0.07380845856799285,0.07380845856799285,28.33910100691719
0,101,325,mordred__IC2,mordred,-0.3531674066422886,0.3531674066422886,28.17306888283929
0,101,44,chemeleon_044,chemeleon,-0.4440898889260341,0.4440898889260341,28.165239404072054
0,101,577,mordred__SRW08,mordred,0.08665015464832368,0.08665015464832368,28.095429986715317
0,101,752,mordred__ATSC1c,mordred,-0.12177777240180578,0.12177777240180578,28.040835752239218
0,101,2004,rdkit__FpDensityMorgan2,rdkit_full,0.03250156517933499,0.03250156517933499,27.9678025925532
0,101,855,mordred__GATS5Z,mordred,0.06444538356081905,0.06444538356081905,27.439446626900462
0,101,1472,mordred__SMR_VSA3,mordred,-0.03305692987133544,0.03305692987133544,27.00074235489592
0,101,675,mordred__AATS3v,mordred,0.08713391941741906,0.08713391941741906,26.984638361813268
0,101,1426,mordred__BCUTc-1h,mordred,0.008696283501910845,0.008696283501910845,26.803272262390237
0,101,631,mordred__ZMIC2,mordred,-0.15048953990978814,0.15048953990978814,26.574550813180394
0,101,222,chemeleon_222,chemeleon,0.5032231274982601,0.5032231274982601,26.351252160355216
0,101,922,mordred__MATS5i,mordred,-0.015832559701591108,0.015832559701591108,26.210575728473486
0,101,2079,boltz_tier1__pae_pocket_ligand_max,boltz_tier1_conf,0.25391057023608005,0.25391057023608005,26.0000781059789
0,101,185,chemeleon_185,chemeleon,0.16483417094754363,0.16483417094754363,25.887527955812402
0,101,1500,mordred__VR2_Dzse,mordred,-0.41460700110048154,0.41460700110048154,25.85988998413086
0,101,250,chemeleon_250,chemeleon,0.2732888566400606,0.2732888566400606,25.84716337066493
0,101,1145,mordred__ATSC1dv,mordred,0.1549079661051168,0.1549079661051168,25.723298968354356
0,101,2003,rdkit__FpDensityMorgan1,rdkit_full,-0.8693407255663423,0.8693407255663423,25.32701701944461
0,101,1720,mordred__ETA_shape_y,mordred,0.2607465321840471,0.2607465321840471,25.323655131389387
0,101,106,chemeleon_106,chemeleon,0.00201497725920508,0.00201497725920508,25.118138924823143
0,101,746,mordred__ATSC0i,mordred,0.4268829674225965,0.4268829674225965,25.094961387687363
0,101,99,chemeleon_099,chemeleon,0.11263033951659548,0.11263033951659548,25.016027961988584
0,101,246,chemeleon_246,chemeleon,-0.28098165161088035,0.28098165161088035,24.99932248453115
0,101,197,chemeleon_197,chemeleon,0.2570303496366085,0.2570303496366085,24.811322963651037
0,101,61,chemeleon_061,chemeleon,-0.02572844656346971,0.02572844656346971,24.803918275953038
0,101,45,chemeleon_045,chemeleon,0.6223473107701797,0.6223473107701797,24.60049901534512
0,101,776,mordred__ATSC4c,mordred,-0.00827715332195075,0.00827715332195075,24.456141706497874
0,101,1033,mordred__piPC10,mordred,0.3745449593153537,0.3745449593153537,24.168839282821864
0,101,231,chemeleon_231,chemeleon,0.06287289077740303,0.06287289077740303,24.03152697425685
0,101,888,mordred__MATS1c,mordred,0.18917499847228053,0.18917499847228053,23.955429373600055
0,101,1464,mordred__MINssCH2,mordred,-0.11069535631719746,0.11069535631719746,23.898107330460334
0,101,1108,mordred__AATSC5v,mordred,-0.13825691826543787,0.13825691826543787,23.849194874288514
0,101,82,chemeleon_082,chemeleon,0.002061547649057108,0.002061547649057108,23.77105430472875
0,101,1318,mordred__VR2_Dzp,mordred,-0.05178616141788412,0.05178616141788412,23.33768940367736
0,101,1235,mordred__MAXsssN,mordred,-0.4184240604750338,0.4184240604750338,23.16508626646828
0,101,72,chemeleon_072,chemeleon,0.17542145166095233,0.17542145166095233,23.027057266124757
0,101,59,chemeleon_059,chemeleon,0.24472366755502217,0.24472366755502217,22.796626227500383
0,101,909,mordred__MATS3s,mordred,0.5084124719143682,0.5084124719143682,22.558293093548855
0,101,65,chemeleon_065,chemeleon,0.7781619725085349,0.7781619725085349,22.28751289343927
0,101,95,chemeleon_095,chemeleon,-0.012679067232735288,0.012679067232735288,22.269568724761484
0,101,793,mordred__ATSC6d,mordred,0.8721187117417581,0.8721187117417581,22.18278031173395
0,101,282,chemeleon_282,chemeleon,0.2925382382161447,0.2925382382161447,22.08394545299234
0,101,270,chemeleon_270,chemeleon,-0.017276915613548636,0.017276915613548636,21.967397364089265
0,101,477,mordred__ATS4i,mordred,-0.2695492661821023,0.2695492661821023,21.91974473046139
0,101,122,chemeleon_122,chemeleon,0.05068273310968118,0.05068273310968118,21.851624546397943
0,101,810,mordred__ATSC8i,mordred,0.025715244508408893,0.025715244508408893,21.834566851553973
0,101,160,chemeleon_160,chemeleon,-0.1414114345517729,0.1414114345517729,21.754717628180515
0,101,696,mordred__AATS6v,mordred,-0.1542215864877458,0.1542215864877458,21.70832955057267
0,101,824,mordred__GATS1c,mordred,0.21252493171238535,0.21252493171238535,21.599040782777593
0,101,1666,mordred__PEOE_VSA10,mordred,0.08297812239526765,0.08297812239526765,21.559734898328315
0,101,2087,boltz_tier1__pde_intra_ligand_max,boltz_tier1_conf,-0.008758164926653817,0.008758164926653817,21.429289164196234
0,101,84,chemeleon_084,chemeleon,0.023043591255018467,0.023043591255018467,21.42317830247339
0,101,811,mordred__ATSC8m,mordred,-0.04166230377057192,0.04166230377057192,21.308171856799163
0,101,261,chemeleon_261,chemeleon,-0.003166316651883114,0.003166316651883114,21.296178607910406
0,101,127,chemeleon_127,chemeleon,0.4823477024144061,0.4823477024144061,21.261073403962655
0,101,193,chemeleon_193,chemeleon,0.6638907551137382,0.6638907551137382,21.09018894142355
0,101,1440,mordred__BalabanJ,mordred,-0.04682222167617263,0.04682222167617263,20.972076729376568
0,101,1052,mordred__AATS6dv,mordred,0.29862234791102754,0.29862234791102754,20.87643503502477
0,101,140,chemeleon_140,chemeleon,0.6601734665886763,0.6601734665886763,20.698091857833788
0,101,36,chemeleon_036,chemeleon,-0.1426322318699293,0.1426322318699293,20.604694350622594
0,101,1087,mordred__AATSC3d,mordred,0.009473843122331939,0.009473843122331939,20.54058365736273
0,101,1064,mordred__AATSC0i,mordred,-0.20722499565491484,0.20722499565491484,20.502034445060417
0,101,1737,mordred__VSA_EState7,mordred,0.06907322727610035,0.06907322727610035,20.39823667384917
0,101,132,chemeleon_132,chemeleon,0.07183120842726025,0.07183120842726025,20.233277551538777
0,101,74,chemeleon_074,chemeleon,-0.43210923628188647,0.43210923628188647,20.22095747780986
0,101,541,mordred__MWC06,mordred,0.24737703324004315,0.24737703324004315,20.19972143508494
0,101,76,chemeleon_076,chemeleon,-0.1918939500798926,0.1918939500798926,20.191989515704336
0,101,184,chemeleon_184,chemeleon,-0.11102362766675526,0.11102362766675526,20.03936702082865
0,101,772,mordred__ATSC3p,mordred,0.02898428869896914,0.02898428869896914,19.97521344854613
0,101,2055,boltz_tier0__ensemble_diff_affinity,boltz_tier0,-0.44892931832862965,0.44892931832862965,19.893699865904637
0,101,1651,mordred__AETA_dBeta,mordred,-0.06138721179650352,0.06138721179650352,19.889288545935415
0,101,170,chemeleon_170,chemeleon,-0.0016615431653267964,0.0016615431653267964,19.650302550406195
0,101,299,chemeleon_299,chemeleon,-0.11348864605770666,0.11348864605770666,19.58263708994491
0,101,1186,mordred__GATS3dv,mordred,-0.11752996517892815,0.11752996517892815,19.49472062382847
0,101,1584,mordred__PEOE_VSA2,mordred,0.1903267875357958,0.1903267875357958,19.470891291013686
0,101,130,chemeleon_130,chemeleon,0.1480189114769458,0.1480189114769458,19.3298903767718
0,101,151,chemeleon_151,chemeleon,0.01593073933516876,0.01593073933516876,18.96004036141676
0,101,161,chemeleon_161,chemeleon,0.08214920180842301,0.08214920180842301,18.93047634564573
0,101,2066,boltz_tier1__plddt_ligand_p10,boltz_tier1_conf,-0.053447043184666414,0.053447043184666414,18.808424920222024
0,101,213,chemeleon_213,chemeleon,-0.1485384021607293,0.1485384021607293,18.715001439210027
0,101,98,chemeleon_098,chemeleon,-0.012137221408334956,0.012137221408334956,18.48010883620009
0,101,2005,rdkit__FpDensityMorgan3,rdkit_full,-0.04705375162299071,0.04705375162299071,18.478622229391476
0,101,1390,mordred__AATSC1dv,mordred,0.03504493790860307,0.03504493790860307,18.463763351930538
0,101,702,mordred__AATS7s,mordred,-0.014096456621708355,0.014096456621708355,18.40700054174522
0,101,189,chemeleon_189,chemeleon,0.03076123423936917,0.03076123423936917,18.383702406310476
0,101,790,mordred__ATSC5v,mordred,-0.02913394807169068,0.02913394807169068,18.329166105919285
0,101,682,mordred__AATS4v,mordred,-0.8107351081948267,0.8107351081948267,18.30372161453124
0,101,892,mordred__MATS1p,mordred,-0.5147514792477595,0.5147514792477595,18.22469629024272
0,101,1716,mordred__EState_VSA9,mordred,0.07090217204666545,0.07090217204666545,18.1942360457615
0,101,107,chemeleon_107,chemeleon,0.3229249841159477,0.3229249841159477,18.172770479053725
0,101,144,chemeleon_144,chemeleon,0.13358136439488044,0.13358136439488044,18.10943914053496
0,101,226,chemeleon_226,chemeleon,-0.19625659744602017,0.19625659744602017,18.088321590272244
0,101,271,chemeleon_271,chemeleon,0.010941939414483272,0.010941939414483272,18.062374913220992
0,101,868,mordred__GATS6p,mordred,0.054411649069925905,0.054411649069925905,18.045432597456966
0,101,198,chemeleon_198,chemeleon,-0.01926134126576719,0.01926134126576719,17.94473722059047
0,101,77,chemeleon_077,chemeleon,-0.04046210306282488,0.04046210306282488,17.818492223945213
0,101,1739,mordred__VSA_EState9,mordred,-0.02095092450027489,0.02095092450027489,17.77731945956475
0,101,885,mordred__GATS8s,mordred,-0.049587835133565794,0.049587835133565794,17.755801394145237
0,101,587,mordred__SddsN,mordred,-0.16787186879061772,0.16787186879061772,17.751229643821716
0,101,284,chemeleon_284,chemeleon,0.12055672371499622,0.12055672371499622,17.691235878912266
0,101,778,mordred__ATSC4i,mordred,-0.06228789298508855,0.06228789298508855,17.67599436866294
0,101,1770,mordred__MAXaaaC,mordred,-0.24160238960892255,0.24160238960892255,17.64497958868742
0,101,905,mordred__MATS3d,mordred,0.49851372598988797,0.49851372598988797,17.629116333730053
0,101,277,chemeleon_277,chemeleon,-0.14307361173826552,0.14307361173826552,17.624232692847727
0,101,227,chemeleon_227,chemeleon,0.1105295064530758,0.1105295064530758,17.51391970476834
0,101,165,chemeleon_165,chemeleon,0.5245948415581311,0.5245948415581311,17.471968375350116
0,101,734,mordred__ATS6dv,mordred,-0.010572580269168035,0.010572580269168035,17.39157669286942
0,101,276,chemeleon_276,chemeleon,0.18267553598912628,0.18267553598912628,17.351428133493755
0,101,2043,boltz_tier0__affinity_probability_binary_2,boltz_tier0,-0.3517222553685451,0.3517222553685451,17.32352125205216
0,101,47,chemeleon_047,chemeleon,-0.02523384441236719,0.02523384441236719,17.252215206681285
0,101,259,chemeleon_259,chemeleon,0.25439555175771034,0.25439555175771034,17.21503826751723
0,101,1447,mordred__GATS5are,mordred,-0.1513604676840726,0.1513604676840726,17.207170861162012
0,101,147,chemeleon_147,chemeleon,-0.06746204353776701,0.06746204353776701,17.183718015323393
0,101,263,chemeleon_263,chemeleon,-0.4117462788799814,0.4117462788799814,17.123182397976052
0,101,50,chemeleon_050,chemeleon,-0.07000060171604985,0.07000060171604985,17.075676337903133
0,101,384,mordred__MIC5,mordred,-0.36465517528509356,0.36465517528509356,17.06932090688497
0,101,814,mordred__ATSC8v,mordred,-0.17496066451518608,0.17496066451518608,17.062340118805878
0,101,1842,rdkit__Kappa1,rdkit_full,-0.023308588881267,0.023308588881267,17.024382444447838
0,101,1197,mordred__GATS6se,mordred,0.014734490161728711,0.014734490161728711,17.01290773387882
0,101,73,chemeleon_073,chemeleon,-0.24447553502688543,0.24447553502688543,16.955387583569973
0,101,614,mordred__VR3_A,mordred,-0.31351677652011206,0.31351677652011206,16.927289683837444
0,101,91,chemeleon_091,chemeleon,-0.4568262222309096,0.4568262222309096,16.85755284302286
0,101,1429,mordred__BCUTd-1l,mordred,0.23495745539033083,0.23495745539033083,16.77205944666639
0,101,767,mordred__ATSC3Z,mordred,0.3854194245398603,0.3854194245398603,16.71812528852024
0,101,17,chemeleon_017,chemeleon,0.2218053537692269,0.2218053537692269,16.69977766298689
0,101,849,mordred__GATS4d,mordred,-0.26678277654860283,0.26678277654860283,16.678420967335114
0,101,531,mordred__MID_X,mordred,-0.04294463079430293,0.04294463079430293,16.601444468135014
0,101,30,chemeleon_030,chemeleon,-0.015352776085810016,0.015352776085810016,16.459508304935298
0,101,15,chemeleon_015,chemeleon,0.5766625171277779,0.5766625171277779,16.346628601575503
0,101,2085,boltz_tier1__pde_intra_ligand_std,boltz_tier1_conf,0.04765572159804455,0.04765572159804455,16.323863003373845
0,101,289,chemeleon_289,chemeleon,0.1349934295951164,0.1349934295951164,16.295513688528445
0,101,281,chemeleon_281,chemeleon,0.0046653711057194425,0.0046653711057194425,16.29410944203846
0,101,1292,mordred__TopoPSA,mordred,-0.1773374723048744,0.1773374723048744,16.259705663047498
0,101,584,mordred__SaasC,mordred,0.09631941362992431,0.09631941362992431,16.19126143203175
0,101,188,chemeleon_188,chemeleon,-0.02472471598711673,0.02472471598711673,16.006439490622142
0,101,223,chemeleon_223,chemeleon,0.06553201950017486,0.06553201950017486,15.995105433481513
0,101,275,chemeleon_275,chemeleon,-0.08483121804493655,0.08483121804493655,15.944169416703517
0,101,690,mordred__AATS6Z,mordred,-0.30424966352150773,0.30424966352150773,15.809766420628875
0,101,48,chemeleon_048,chemeleon,0.11082129466564136,0.11082129466564136,15.655046382074943
0,101,242,chemeleon_242,chemeleon,-0.17668109953006234,0.17668109953006234,15.621259398991242
0,101,604,mordred__VE1_A,mordred,-0.16163886029707858,0.16163886029707858,15.593016187427565
0,101,1245,mordred__MINsCH3,mordred,-0.0026335173412257787,0.0026335173412257787,15.546379989827983
0,101,1194,mordred__GATS5se,mordred,0.0510322415331326,0.0510322415331326,15.545066947786836
0,101,23,chemeleon_023,chemeleon,-0.022673501820697557,0.022673501820697557,15.505850524699781
0,101,1074,mordred__AATSC1p,mordred,0.4775908152198884,0.4775908152198884,15.4853467985522
0,101,1732,mordred__VSA_EState2,mordred,0.1927257075116652,0.1927257075116652,15.47847958211787
0,101,52,chemeleon_052,chemeleon,0.25146964323044946,0.25146964323044946,15.459683606779436
0,101,66,chemeleon_066,chemeleon,0.18997727116927482,0.18997727116927482,15.362431143119466
0,101,171,chemeleon_171,chemeleon,-0.2267603786729919,0.2267603786729919,15.359265561972279
0,101,134,chemeleon_134,chemeleon,-0.009129394320798909,0.009129394320798909,15.35922014247626
0,101,973,mordred__SpAD_A,mordred,0.25407399397734654,0.25407399397734654,15.334023776551476
0,101,352,mordred__BIC3,mordred,0.009003498194194917,0.009003498194194917,15.145597795315553
0,101,1966,rdkit__BCUT2D_CHGLO,rdkit_full,0.07148974259037155,0.07148974259037155,15.069526669249171
0,101,1474,mordred__SMR_VSA5,mordred,-0.014480034940419722,0.014480034940419722,15.009492901182966
0,101,1454,mordred__MATS1are,mordred,0.09005326053364203,0.09005326053364203,15.009141117276158
0,101,1011,mordred__Xp-4dv,mordred,0.09897375930433785,0.09897375930433785,14.983391432208009
0,101,825,mordred__GATS1d,mordred,0.026644496496865185,0.026644496496865185,14.95594768258161
0,101,854,mordred__GATS4v,mordred,0.40992500384848557,0.40992500384848557,14.941339195822366
0,101,1017,mordred__Xpc-6d,mordred,-0.00037967317882829177,0.00037967317882829177,14.872397552157054
0,101,120,chemeleon_120,chemeleon,0.01743658397014175,0.01743658397014175,14.804789505811641
0,101,68,chemeleon_068,chemeleon,0.18389361589567077,0.18389361589567077,14.786405222839676
0,101,290,chemeleon_290,chemeleon,0.24172032585483139,0.24172032585483139,14.756146362109575
0,101,725,mordred__ATS3dv,mordred,-0.35350297530538255,0.35350297530538255,14.750962872785749
0,101,126,chemeleon_126,chemeleon,-0.05287841677561721,0.05287841677561721,14.741436490963679
0,101,283,chemeleon_283,chemeleon,0.05955610438062902,0.05955610438062902,14.687343241937924
0,101,49,chemeleon_049,chemeleon,-0.46638786119932196,0.46638786119932196,14.640066290972754
0,101,355,mordred__CIC0,mordred,0.11381171303278893,0.11381171303278893,14.626930908474606
0,101,138,chemeleon_138,chemeleon,0.5097713188526553,0.5097713188526553,14.60034729038307
0,101,731,mordred__ATS5dv,mordred,0.04052679660891507,0.04052679660891507,14.58245816087583
0,101,221,chemeleon_221,chemeleon,-0.45332386716212925,0.45332386716212925,14.569865794852376
0,101,1268,mordred__SM1_Dzv,mordred,0.36406884128483374,0.36406884128483374,14.552949173259549
0,101,1230,mordred__MAXaaCH,mordred,0.08443372658469082,0.08443372658469082,14.552314661064884
0,101,234,chemeleon_234,chemeleon,-0.3418795828922137,0.3418795828922137,14.547022140730405
0,101,1792,mordred__MINaaNH,mordred,-0.3851715806578268,0.3851715806578268,14.494066514074802
0,101,850,mordred__GATS4i,mordred,-0.039752254739105014,0.039752254739105014,14.417209390434437
0,101,2095,boltz_tier1__plddt_res288,boltz_tier1_conf,-0.9842251118525622,0.9842251118525622,14.35318990444648
0,101,302,mordred__Mi,mordred,0.04820146012358821,0.04820146012358821,14.344060866627842
0,101,727,mordred__ATS3se,mordred,0.26874541257496215,0.26874541257496215,14.335699617862701
0,101,869,mordred__GATS6s,mordred,0.4864383687510292,0.4864383687510292,14.30608433962334
0,101,280,chemeleon_280,chemeleon,0.1363208821222237,0.1363208821222237,14.28390608652262
0,101,296,chemeleon_296,chemeleon,-0.14783848824921889,0.14783848824921889,14.260926634218777
0,101,137,chemeleon_137,chemeleon,0.01202774839399617,0.01202774839399617,14.187658102688147
0,101,845,mordred__GATS3s,mordred,0.017998758786445603,0.017998758786445603,14.185128090379294
0,101,186,chemeleon_186,chemeleon,0.007726726186138766,0.007726726186138766,14.143577888753498
0,101,1572,mordred__ETA_eta_B,mordred,0.018313330806764536,0.018313330806764536,14.135852903535124
0,101,115,chemeleon_115,chemeleon,0.10043081757586497,0.10043081757586497,14.127264668146381
0,101,247,chemeleon_247,chemeleon,-0.200808260332876,0.200808260332876,14.106124815094518
0,101,262,chemeleon_262,chemeleon,-0.2913528747941528,0.2913528747941528,14.000936100172112
0,101,194,chemeleon_194,chemeleon,0.1555429285931221,0.1555429285931221,13.9669871974329
0,101,228,chemeleon_228,chemeleon,0.10768021310383638,0.10768021310383638,13.94149828015361
0,101,866,mordred__GATS6i,mordred,0.00842035443154177,0.00842035443154177,13.891435196012026
0,101,2065,boltz_tier1__plddt_ligand_max,boltz_tier1_conf,-0.022541307439039596,0.022541307439039596,13.853882430586964
0,101,176,chemeleon_176,chemeleon,-0.2835952897642339,0.2835952897642339,13.850454859231832
0,101,2044,boltz_tier0__confidence_score,boltz_tier0,0.06703559911695016,0.06703559911695016,13.797222023829818
0,101,1897,rdkit__SMR_VSA10,rdkit_full,0.0002668569874998259,0.0002668569874998259,13.768594135879539
0,101,260,chemeleon_260,chemeleon,0.17769797571358692,0.17769797571358692,13.740618050738703
