feature_set,model_type,alpha,shrink,mae,spearman,mean_pred,mean_residual,delta_mae_vs_raw,delta_spearman_vs_raw,mean_abs_shift_oof,p90_abs_shift_oof
lowd_core,ridge,0.1,1.0,0.38987558952306706,0.853831701798676,4.3226815462606405,-0.0018678858217827411,-0.007213437375555576,0.008741973489591937,0.08634167337089384,0.19224630835134918
lowd_core,ridge,0.01,1.0,0.38987654964411156,0.8538299907719725,4.322681592986061,-0.0018679325472050305,-0.007212477254511074,0.008740262462888504,0.08634490361997244,0.192252146855631
lowd_core,ridge,0.001,1.0,0.3898766459409836,0.8538297148599325,4.3226815976393524,-0.001867937200495478,-0.007212380957639042,0.00873998655084851,0.08634522689003742,0.19225272953769548
potent_noaux,ridge,0.001,0.5,0.39028067982202475,0.8507079500642006,4.328476723106798,-0.0076630626679413125,-0.006808347076597887,0.005618221755116615,0.0269319547782925,0.07376984730213727
potent_noaux,ridge,0.01,0.5,0.39028069532600507,0.8507080925440621,4.3284767196450815,-0.007663059206223733,-0.006808331572617565,0.005618364234978079,0.02693186325313081,0.07376953358876488
potent_noaux,ridge,0.1,0.5,0.39028085035728705,0.850708765116654,4.328476685029345,-0.007663024590488062,-0.006808176541335587,0.0056190368075700325,0.026930948057834164,0.07376639669336887
potent_noaux,ridge,1.0,0.5,0.3902823998186305,0.8507086587429653,4.328476339015887,-0.00766267857702949,-0.006806627079992134,0.005618930433881286,0.026921801732558714,0.07373505155223055
potent_noaux,ridge,10.0,0.5,0.39029780988780555,0.850689075245388,4.328472893228668,-0.0076592327898102885,-0.0067912170108170855,0.005599346936303928,0.026831007320042826,0.07342396162303053
potent_noaux,huber,0.001,0.5,0.39041349434236083,0.850338994531198,4.339101952211309,-0.01828829177245202,-0.006675532556261798,0.0052492662221139685,0.031717737564750846,0.062052349912340155
potent_noaux,huber,0.01,0.5,0.3904135015662909,0.850338994531198,4.339101953329519,-0.018288292890662125,-0.006675525332331733,0.0052492662221139685,0.03171768809917193,0.06205219054460223
potent_noaux,huber,0.1,0.5,0.39041357381113184,0.8503390388394751,4.339101964580123,-0.01828830414126577,-0.00667545308749079,0.005249310530391127,0.03171719348118142,0.06205059687584532
potent_noaux,huber,1.0,0.5,0.39041429641796055,0.8503393560157126,4.339102079294587,-0.018288418855730525,-0.006674730480662083,0.0052496277066286234,0.031712249575679155,0.062034663906192986
potent_noaux,huber,10.0,0.5,0.3904215084657112,0.8503318198880174,4.33910320247675,-0.018289542037893614,-0.006667518432911412,0.0052420915789334055,0.03166296318345682,0.06187969696965344
potent_noaux,ridge,10.0,1.0,0.39106317390232676,0.8525091171380982,4.322717604192773,-0.0019039437539165236,-0.006025852996295877,0.007419388829014162,0.05366201464008565,0.14684792324606105
potent_noaux,ridge,1.0,1.0,0.39108677337952313,0.8525028818473095,4.322724495767213,-0.0019108353283551138,-0.0060022535190994986,0.00741315353822547,0.05384360346511743,0.1474701031044611
potent_noaux,ridge,0.1,1.0,0.3910891473087692,0.8525039154816274,4.32272518779413,-0.0019115273552721204,-0.00599987958985343,0.007414187172543385,0.05386189611566833,0.14753279338673775
potent_noaux,ridge,0.01,1.0,0.3910893848012845,0.8525045341909129,4.3227252570256,-0.0019115965867433085,-0.005999642097338109,0.0074148058818288565,0.05386372650626162,0.14753906717752976
potent_noaux,ridge,0.001,1.0,0.39108940855153246,0.8525048071434307,4.322725263949036,-0.0019116035101784344,-0.005999618347090174,0.007415078834346667,0.053863909556585,0.14753969460427455
potent_only,huber,10.0,0.75,0.39136986814163693,0.8486967555828535,4.344677178520244,-0.023863518081386644,-0.005719158756985698,0.003607027273769492,0.015179666612539637,0.010984802339419085
potent_only,huber,1.0,0.75,0.39136987203564977,0.8486997242374372,4.344678356654722,-0.02386469621586417,-0.005719154862972864,0.0036099959283532046,0.015194145406039361,0.010971705228301619
potent_only,huber,0.1,0.75,0.3913698726710159,0.8486997260131506,4.344678474743216,-0.02386481430435987,-0.005719154227606715,0.0036099977040665587,0.015195595406013871,0.010970392914846588
potent_only,huber,0.01,0.75,0.3913698727358284,0.8486997260131506,4.344678486554401,-0.023864826115544684,-0.005719154162794227,0.0036099977040665587,0.0151957404268634,0.010970261657361563
potent_only,huber,0.001,0.75,0.3913698727423216,0.8486997260131506,4.344678487735527,-0.02386482729667043,-0.005719154156301032,0.0036099977040665587,0.01519575492914063,0.0109702485313516
potent_two_knot,huber,10.0,0.75,0.3914349344365779,0.8486164567233816,4.344787654668149,-0.023973994229292226,-0.005654092462044735,0.0035267284142975752,0.014533708727964697,0.01117279546605238
potent_two_knot,huber,1.0,0.75,0.39144038511481755,0.848606779338992,4.344791733415023,-0.023978072976166217,-0.005648641783805086,0.0035170510299079583,0.014548541434716194,0.011093575400851112
