compound,ftmap_ca_rmsd,hotspot_Z_xyz,hotspot_Y_xyz,hotspot_X_xyz,hotspot_W_xyz,source,ligand_centroid,dist_to_Z,dist_to_nearest_top4,nearest_top4_chain,n_top4_within_5A,error
x01009-1,1.005393576031295,"-5.39,-3.80,-3.95","1.24,-8.34,-7.11","-5.33,-13.91,-9.84","9.08,-6.82,2.28",gnina_refined,"-3.74,-4.58,-5.13",2.1749723123695035,2.1749723123695035,Z,1.0,
x01009-1,1.005393576031295,"-5.39,-3.80,-3.95","1.24,-8.34,-7.11","-5.33,-13.91,-9.84","9.08,-6.82,2.28",template_transferred,"5.47,-6.49,-2.50",11.279292852751977,5.994776817416254,W,0.0,
x01009-1,1.005393576031295,"-5.39,-3.80,-3.95","1.24,-8.34,-7.11","-5.33,-13.91,-9.84","9.08,-6.82,2.28",posit,"5.67,-5.97,-3.38",11.289859847270195,6.261193287779696,Y,0.0,
x01016-1,1.1470453599694148,"0.93,5.55,-0.06","6.88,0.45,3.58","11.80,8.03,3.50","4.95,-9.66,-3.20",boltz_model_0,"2.10,3.78,0.76",2.2725871913545794,2.2725871913545794,Z,1.0,
x01016-1,1.1470453599694148,"0.93,5.55,-0.06","6.88,0.45,3.58","11.80,8.03,3.50","4.95,-9.66,-3.20",boltz_model_1,"2.41,3.66,0.88",2.5698101078574336,2.5698101078574336,Z,1.0,
x01016-1,1.1470453599694148,"0.93,5.55,-0.06","6.88,0.45,3.58","11.80,8.03,3.50","4.95,-9.66,-3.20",boltz_model_2,"2.35,3.67,0.83",2.5194738504183722,2.5194738504183722,Z,1.0,
x01016-1,1.1470453599694148,"0.93,5.55,-0.06","6.88,0.45,3.58","11.80,8.03,3.50","4.95,-9.66,-3.20",boltz_model_3,"2.37,3.61,0.65",2.5181027976987695,2.5181027976987695,Z,1.0,
x01016-1,1.1470453599694148,"0.93,5.55,-0.06","6.88,0.45,3.58","11.80,8.03,3.50","4.95,-9.66,-3.20",boltz_model_4,"2.55,3.71,0.58",2.534287148858935,2.534287148858935,Z,1.0,
x01016-1,1.1470453599694148,"0.93,5.55,-0.06","6.88,0.45,3.58","11.80,8.03,3.50","4.95,-9.66,-3.20",gnina_refined,"2.47,3.86,0.52",2.359860916878025,2.359860916878025,Z,1.0,
x01016-1,1.1470453599694148,"0.93,5.55,-0.06","6.88,0.45,3.58","11.80,8.03,3.50","4.95,-9.66,-3.20",template_transferred,"1.26,4.44,-0.34",1.1969169634792443,1.1969169634792443,Z,1.0,
x01016-1,1.1470453599694148,"0.93,5.55,-0.06","6.88,0.45,3.58","11.80,8.03,3.50","4.95,-9.66,-3.20",posit,"9.16,0.62,2.56",9.942418433575464,2.5026898722585025,Y,1.0,
x01039-1,1.334447578360171,"5.79,0.21,-4.29","7.92,-6.08,1.23","12.83,-9.03,-5.76","-3.15,-7.74,6.39",boltz_model_0,"5.89,-3.82,-0.64",5.437363385586715,3.566230535594278,Y,1.0,
x01039-1,1.334447578360171,"5.79,0.21,-4.29","7.92,-6.08,1.23","12.83,-9.03,-5.76","-3.15,-7.74,6.39",boltz_model_1,"6.09,-3.97,-0.90",5.391175894678462,3.513512915273954,Y,1.0,
x01039-1,1.334447578360171,"5.79,0.21,-4.29","7.92,-6.08,1.23","12.83,-9.03,-5.76","-3.15,-7.74,6.39",boltz_model_2,"5.97,-4.03,-0.92",5.419143576857182,3.5532332115073433,Y,1.0,
x01039-1,1.334447578360171,"5.79,0.21,-4.29","7.92,-6.08,1.23","12.83,-9.03,-5.76","-3.15,-7.74,6.39",boltz_model_3,"6.53,-3.39,-1.02",4.9227483493883275,3.7695968582285886,Y,2.0,
x01039-1,1.334447578360171,"5.79,0.21,-4.29","7.92,-6.08,1.23","12.83,-9.03,-5.76","-3.15,-7.74,6.39",boltz_model_4,"6.33,-3.60,-1.03",5.037809091064052,3.7180060360517713,Y,1.0,
x01039-1,1.334447578360171,"5.79,0.21,-4.29","7.92,-6.08,1.23","12.83,-9.03,-5.76","-3.15,-7.74,6.39",gnina_refined,"6.38,-3.98,-0.66",5.5711317625113725,3.2193067577237624,Y,1.0,
x01039-1,1.334447578360171,"5.79,0.21,-4.29","7.92,-6.08,1.23","12.83,-9.03,-5.76","-3.15,-7.74,6.39",template_transferred,"5.86,-4.97,-2.98",5.341299028114029,4.821640876385041,Y,1.0,
x01039-1,1.334447578360171,"5.79,0.21,-4.29","7.92,-6.08,1.23","12.83,-9.03,-5.76","-3.15,-7.74,6.39",posit,"9.24,-7.68,-2.16",8.87057456622158,3.9808324516300426,Y,1.0,
x01070-1,0.7713336107856033,"-3.90,4.08,3.86","3.38,7.34,7.15","-1.99,14.29,9.26","11.13,3.71,-1.72",boltz_model_0,"-1.73,4.93,5.29",2.7365335462744627,2.7365335462744627,Z,1.0,
x01070-1,0.7713336107856033,"-3.90,4.08,3.86","3.38,7.34,7.15","-1.99,14.29,9.26","11.13,3.71,-1.72",boltz_model_1,"-1.66,4.83,4.54",2.460178302828849,2.460178302828849,Z,1.0,
x01070-1,0.7713336107856033,"-3.90,4.08,3.86","3.38,7.34,7.15","-1.99,14.29,9.26","11.13,3.71,-1.72",boltz_model_2,"-1.77,4.64,4.35",2.2622260328125963,2.2622260328125963,Z,1.0,
x01070-1,0.7713336107856033,"-3.90,4.08,3.86","3.38,7.34,7.15","-1.99,14.29,9.26","11.13,3.71,-1.72",boltz_model_3,"-1.77,5.05,4.89",2.5599670276037525,2.5599670276037525,Z,1.0,
x01070-1,0.7713336107856033,"-3.90,4.08,3.86","3.38,7.34,7.15","-1.99,14.29,9.26","11.13,3.71,-1.72",boltz_model_4,"-1.58,5.09,4.63",2.6479308743011467,2.6479308743011467,Z,1.0,
x01070-1,0.7713336107856033,"-3.90,4.08,3.86","3.38,7.34,7.15","-1.99,14.29,9.26","11.13,3.71,-1.72",gnina_refined,"-1.81,5.51,5.45",2.9897308187896297,2.9897308187896297,Z,1.0,
x01070-1,0.7713336107856033,"-3.90,4.08,3.86","3.38,7.34,7.15","-1.99,14.29,9.26","11.13,3.71,-1.72",template_transferred,"1.42,9.76,2.44",7.912813523480309,5.6478293891597255,Y,0.0,
x01070-1,0.7713336107856033,"-3.90,4.08,3.86","3.38,7.34,7.15","-1.99,14.29,9.26","11.13,3.71,-1.72",posit,"4.26,5.78,5.24",8.448969312966746,2.6220818785374087,Y,1.0,
x01105-1,0.6017522628496745,"2.79,5.30,6.39","5.77,8.59,-1.02","4.19,16.45,3.13","0.33,0.71,-8.78",boltz_model_0,"3.92,6.94,2.31",4.542945526250071,4.147043818367898,Y,2.0,
x01105-1,0.6017522628496745,"2.79,5.30,6.39","5.77,8.59,-1.02","4.19,16.45,3.13","0.33,0.71,-8.78",boltz_model_1,"3.24,7.16,2.89",3.9923140029394513,3.9923140029394513,Z,2.0,
x01105-1,0.6017522628496745,"2.79,5.30,6.39","5.77,8.59,-1.02","4.19,16.45,3.13","0.33,0.71,-8.78",boltz_model_2,"3.70,7.32,2.50",4.476212592468563,4.27518503643281,Y,2.0,
x01105-1,0.6017522628496745,"2.79,5.30,6.39","5.77,8.59,-1.02","4.19,16.45,3.13","0.33,0.71,-8.78",boltz_model_3,"3.59,7.19,2.63",4.283393501988972,4.283393501988972,Z,2.0,
x01105-1,0.6017522628496745,"2.79,5.30,6.39","5.77,8.59,-1.02","4.19,16.45,3.13","0.33,0.71,-8.78",boltz_model_4,"3.20,6.23,3.31",3.2380858300882593,3.238085830088259,Z,1.0,
x01105-1,0.6017522628496745,"2.79,5.30,6.39","5.77,8.59,-1.02","4.19,16.45,3.13","0.33,0.71,-8.78",gnina_refined,"3.78,7.28,2.50",4.477160537574121,4.24958838118753,Y,2.0,
x01105-1,0.6017522628496745,"2.79,5.30,6.39","5.77,8.59,-1.02","4.19,16.45,3.13","0.33,0.71,-8.78",template_transferred,"-2.59,10.50,2.49",8.438230943519322,8.438230943519322,Z,0.0,
x01105-1,0.6017522628496745,"2.79,5.30,6.39","5.77,8.59,-1.02","4.19,16.45,3.13","0.33,0.71,-8.78",posit,"6.54,7.56,4.56",4.748329607684501,4.748329607684501,Z,1.0,
x01108-1,0.6059117663664759,"1.86,3.40,4.00","5.10,-4.54,5.07","12.35,0.02,7.95","0.61,-9.69,-5.19",boltz_model_0,"3.50,2.52,4.35",1.8864892073182271,1.8864892073182271,Z,1.0,
x01108-1,0.6059117663664759,"1.86,3.40,4.00","5.10,-4.54,5.07","12.35,0.02,7.95","0.61,-9.69,-5.19",boltz_model_1,"2.71,1.03,3.93",2.520482224795447,2.520482224795447,Z,1.0,
x01108-1,0.6059117663664759,"1.86,3.40,4.00","5.10,-4.54,5.07","12.35,0.02,7.95","0.61,-9.69,-5.19",boltz_model_2,"2.76,1.41,4.51",2.240614368934138,2.240614368934138,Z,1.0,
x01108-1,0.6059117663664759,"1.86,3.40,4.00","5.10,-4.54,5.07","12.35,0.02,7.95","0.61,-9.69,-5.19",boltz_model_3,"3.08,0.28,4.16",3.353907253352701,3.353907253352701,Z,1.0,
x01108-1,0.6059117663664759,"1.86,3.40,4.00","5.10,-4.54,5.07","12.35,0.02,7.95","0.61,-9.69,-5.19",boltz_model_4,"3.22,0.56,4.09",3.145921501984124,3.145921501984124,Z,1.0,
x01108-1,0.6059117663664759,"1.86,3.40,4.00","5.10,-4.54,5.07","12.35,0.02,7.95","0.61,-9.69,-5.19",gnina_refined,"3.45,2.33,4.87",2.105343793427383,2.105343793427383,Z,1.0,
x01108-1,0.6059117663664759,"1.86,3.40,4.00","5.10,-4.54,5.07","12.35,0.02,7.95","0.61,-9.69,-5.19",template_transferred,"2.75,-4.40,1.48",8.24926010439105,4.2968702117958575,Y,1.0,
x01108-1,0.6059117663664759,"1.86,3.40,4.00","5.10,-4.54,5.07","12.35,0.02,7.95","0.61,-9.69,-5.19",posit,"5.56,2.50,9.89",7.011818434108517,7.011818434108517,Z,0.0,
x01111-1,1.1626819849440526,"7.14,-4.16,2.82","0.44,-6.92,7.51","6.06,-13.71,9.51","-8.56,-4.11,-0.44",boltz_model_0,"3.21,-5.51,4.99",4.690316333066713,4.003154893716854,Y,2.0,
x01111-1,1.1626819849440526,"7.14,-4.16,2.82","0.44,-6.92,7.51","6.06,-13.71,9.51","-8.56,-4.11,-0.44",boltz_model_1,"3.44,-5.85,5.11",4.671564031914999,3.988378534580446,Y,2.0,
x01111-1,1.1626819849440526,"7.14,-4.16,2.82","0.44,-6.92,7.51","6.06,-13.71,9.51","-8.56,-4.11,-0.44",boltz_model_2,"3.46,-6.00,4.97",4.646341172260907,4.052434762424815,Y,2.0,
x01111-1,1.1626819849440526,"7.14,-4.16,2.82","0.44,-6.92,7.51","6.06,-13.71,9.51","-8.56,-4.11,-0.44",boltz_model_3,"3.33,-6.02,4.83",4.694459460946326,4.043992973446381,Y,2.0,
x01111-1,1.1626819849440526,"7.14,-4.16,2.82","0.44,-6.92,7.51","6.06,-13.71,9.51","-8.56,-4.11,-0.44",boltz_model_4,"3.31,-5.67,4.74",4.543543008031423,4.183484195156317,Y,2.0,
x01111-1,1.1626819849440526,"7.14,-4.16,2.82","0.44,-6.92,7.51","6.06,-13.71,9.51","-8.56,-4.11,-0.44",gnina_refined,"3.16,-5.89,5.27",4.985316664388583,3.6727733745839077,Y,2.0,
x01111-1,1.1626819849440526,"7.14,-4.16,2.82","0.44,-6.92,7.51","6.06,-13.71,9.51","-8.56,-4.11,-0.44",template_transferred,"7.12,-5.21,5.35",2.739690952600417,2.739690952600417,Z,1.0,
x01111-1,1.1626819849440526,"7.14,-4.16,2.82","0.44,-6.92,7.51","6.06,-13.71,9.51","-8.56,-4.11,-0.44",posit,"-2.58,-4.90,6.06",10.274379374870728,3.9086409606623405,Y,1.0,
x01126-1,1.3943889708934858,"5.53,-3.19,1.25","0.22,-9.54,-1.23","7.97,-14.04,-2.39","-7.82,-2.74,-7.63",boltz_model_0,"6.05,-3.16,0.05",1.309581743700181,1.309581743700181,Z,1.0,
x01126-1,1.3943889708934858,"5.53,-3.19,1.25","0.22,-9.54,-1.23","7.97,-14.04,-2.39","-7.82,-2.74,-7.63",boltz_model_1,"6.27,-3.74,-0.54",2.0108468620888154,2.010846862088815,Z,1.0,
x01126-1,1.3943889708934858,"5.53,-3.19,1.25","0.22,-9.54,-1.23","7.97,-14.04,-2.39","-7.82,-2.74,-7.63",boltz_model_2,"6.36,-3.72,-0.37",1.8963677138051802,1.8963677138051802,Z,1.0,
x01126-1,1.3943889708934858,"5.53,-3.19,1.25","0.22,-9.54,-1.23","7.97,-14.04,-2.39","-7.82,-2.74,-7.63",boltz_model_3,"6.36,-3.85,-0.57",2.1081533723107944,2.108153372310795,Z,1.0,
x01126-1,1.3943889708934858,"5.53,-3.19,1.25","0.22,-9.54,-1.23","7.97,-14.04,-2.39","-7.82,-2.74,-7.63",boltz_model_4,"6.07,-3.86,-0.77",2.1908854185973503,2.1908854185973503,Z,1.0,
x01126-1,1.3943889708934858,"5.53,-3.19,1.25","0.22,-9.54,-1.23","7.97,-14.04,-2.39","-7.82,-2.74,-7.63",gnina_refined,"6.62,-3.53,0.09",1.6250302213516776,1.6250302213516779,Z,1.0,
x01126-1,1.3943889708934858,"5.53,-3.19,1.25","0.22,-9.54,-1.23","7.97,-14.04,-2.39","-7.82,-2.74,-7.63",template_transferred,"4.75,-4.49,-1.12",2.8166839397455,2.8166839397455,Z,1.0,
x01126-1,1.3943889708934858,"5.53,-3.19,1.25","0.22,-9.54,-1.23","7.97,-14.04,-2.39","-7.82,-2.74,-7.63",posit,"-2.77,-5.65,-3.70",9.972040472679533,5.492318013699566,Y,0.0,
x01130-1,1.0782411546914419,"3.71,-4.15,-0.80","8.21,0.89,4.57","12.42,-6.86,6.54","-1.07,7.92,8.62",boltz_model_0,"4.73,-2.42,-0.08",2.1350667336855884,2.1350667336855884,Z,1.0,
x01130-1,1.0782411546914419,"3.71,-4.15,-0.80","8.21,0.89,4.57","12.42,-6.86,6.54","-1.07,7.92,8.62",boltz_model_1,"4.71,-2.55,0.01",2.051779988325014,2.0517799883250145,Z,1.0,
x01130-1,1.0782411546914419,"3.71,-4.15,-0.80","8.21,0.89,4.57","12.42,-6.86,6.54","-1.07,7.92,8.62",boltz_model_2,"4.70,-2.63,-0.13",1.93634374292072,1.9363437429207202,Z,1.0,
x01130-1,1.0782411546914419,"3.71,-4.15,-0.80","8.21,0.89,4.57","12.42,-6.86,6.54","-1.07,7.92,8.62",boltz_model_3,"4.76,-2.47,-0.08",2.113064549528628,2.113064549528628,Z,1.0,
x01130-1,1.0782411546914419,"3.71,-4.15,-0.80","8.21,0.89,4.57","12.42,-6.86,6.54","-1.07,7.92,8.62",boltz_model_4,"4.70,-2.49,-0.05",2.073514605428103,2.073514605428103,Z,1.0,
x01130-1,1.0782411546914419,"3.71,-4.15,-0.80","8.21,0.89,4.57","12.42,-6.86,6.54","-1.07,7.92,8.62",gnina_refined,"4.68,-2.57,-0.27",1.9292646666026205,1.9292646666026203,Z,1.0,
x01130-1,1.0782411546914419,"3.71,-4.15,-0.80","8.21,0.89,4.57","12.42,-6.86,6.54","-1.07,7.92,8.62",template_transferred,"3.67,-2.70,3.05",4.117184129431797,4.117184129431798,Z,1.0,
x01130-1,1.0782411546914419,"3.71,-4.15,-0.80","8.21,0.89,4.57","12.42,-6.86,6.54","-1.07,7.92,8.62",posit,"3.35,2.71,5.05",9.028174918385245,5.21190769782002,Y,0.0,
x01131-1,0.5235788768601045,"6.02,-2.41,3.33","8.08,-7.74,-3.14","16.30,-7.28,0.59","1.40,-2.43,-12.03",boltz_model_0,"6.98,-1.84,2.60",1.334144436678834,1.3341444366788342,Z,1.0,
x01131-1,0.5235788768601045,"6.02,-2.41,3.33","8.08,-7.74,-3.14","16.30,-7.28,0.59","1.40,-2.43,-12.03",boltz_model_1,"6.38,-3.55,1.41",2.265602696772101,2.265602696772101,Z,1.0,
x01131-1,0.5235788768601045,"6.02,-2.41,3.33","8.08,-7.74,-3.14","16.30,-7.28,0.59","1.40,-2.43,-12.03",boltz_model_2,"6.03,-4.54,1.57",2.7636601933021963,2.7636601933021963,Z,1.0,
x01131-1,0.5235788768601045,"6.02,-2.41,3.33","8.08,-7.74,-3.14","16.30,-7.28,0.59","1.40,-2.43,-12.03",boltz_model_3,"7.19,-2.46,2.92",1.2470808904138302,1.2470808904138302,Z,1.0,
x01131-1,0.5235788768601045,"6.02,-2.41,3.33","8.08,-7.74,-3.14","16.30,-7.28,0.59","1.40,-2.43,-12.03",boltz_model_4,"7.32,-2.57,1.28",2.43582262093246,2.43582262093246,Z,1.0,
x01131-1,0.5235788768601045,"6.02,-2.41,3.33","8.08,-7.74,-3.14","16.30,-7.28,0.59","1.40,-2.43,-12.03",gnina_refined,"6.94,-2.20,3.08",0.9840070450168571,0.9840070450168571,Z,1.0,
x01131-1,0.5235788768601045,"6.02,-2.41,3.33","8.08,-7.74,-3.14","16.30,-7.28,0.59","1.40,-2.43,-12.03",template_transferred,"7.04,-5.51,-5.83",9.727341917057892,3.6566596152072703,Y,1.0,
x01131-1,0.5235788768601045,"6.02,-2.41,3.33","8.08,-7.74,-3.14","16.30,-7.28,0.59","1.40,-2.43,-12.03",posit,"3.80,-4.87,-2.83",6.990260209902445,5.167822651601768,Y,0.0,
x01217-1,1.2605627720386017,"-0.73,-3.12,-7.57","-2.37,-10.15,-2.84","-8.00,-12.06,-9.65","-2.43,-4.84,8.28",boltz_model_0,"-0.29,-4.97,-5.97",2.484987547586232,2.484987547586232,Z,1.0,
x01217-1,1.2605627720386017,"-0.73,-3.12,-7.57","-2.37,-10.15,-2.84","-8.00,-12.06,-9.65","-2.43,-4.84,8.28",boltz_model_1,"-0.46,-5.00,-6.33",2.270568002849909,2.270568002849909,Z,1.0,
x01217-1,1.2605627720386017,"-0.73,-3.12,-7.57","-2.37,-10.15,-2.84","-8.00,-12.06,-9.65","-2.43,-4.84,8.28",boltz_model_2,"-0.69,-4.71,-6.54",1.8999889688190241,1.8999889688190243,Z,1.0,
x01217-1,1.2605627720386017,"-0.73,-3.12,-7.57","-2.37,-10.15,-2.84","-8.00,-12.06,-9.65","-2.43,-4.84,8.28",boltz_model_3,"-0.42,-5.16,-6.24",2.4617891932597713,2.4617891932597713,Z,1.0,
x01217-1,1.2605627720386017,"-0.73,-3.12,-7.57","-2.37,-10.15,-2.84","-8.00,-12.06,-9.65","-2.43,-4.84,8.28",boltz_model_4,"-0.34,-5.22,-6.13",2.5770562254997684,2.5770562254997684,Z,1.0,
x01217-1,1.2605627720386017,"-0.73,-3.12,-7.57","-2.37,-10.15,-2.84","-8.00,-12.06,-9.65","-2.43,-4.84,8.28",gnina_refined,"-0.50,-5.00,-6.15",2.3712030860452353,2.3712030860452353,Z,1.0,
x01217-1,1.2605627720386017,"-0.73,-3.12,-7.57","-2.37,-10.15,-2.84","-8.00,-12.06,-9.65","-2.43,-4.84,8.28",template_transferred,"-2.98,-4.71,-4.09",4.447188369138533,4.447188369138533,Z,1.0,
x01217-1,1.2605627720386017,"-0.73,-3.12,-7.57","-2.37,-10.15,-2.84","-8.00,-12.06,-9.65","-2.43,-4.84,8.28",posit,"-1.97,-6.44,1.09",9.361182203928058,5.418771166603803,Y,0.0,
x01233-1,1.2887034500770487,"3.11,0.10,-5.03","-2.23,6.86,-4.46","3.88,10.73,-9.87","-5.03,5.91,7.51",boltz_model_0,"1.20,1.08,-4.68",2.18407584206386,2.18407584206386,Z,1.0,
x01233-1,1.2887034500770487,"3.11,0.10,-5.03","-2.23,6.86,-4.46","3.88,10.73,-9.87","-5.03,5.91,7.51",boltz_model_1,"1.23,1.12,-4.80",2.1593011301113965,2.1593011301113965,Z,1.0,
x01233-1,1.2887034500770487,"3.11,0.10,-5.03","-2.23,6.86,-4.46","3.88,10.73,-9.87","-5.03,5.91,7.51",boltz_model_2,"1.46,1.26,-5.09",2.0212404754552424,2.0212404754552424,Z,1.0,
x01233-1,1.2887034500770487,"3.11,0.10,-5.03","-2.23,6.86,-4.46","3.88,10.73,-9.87","-5.03,5.91,7.51",boltz_model_3,"1.23,1.19,-4.92",2.182652059539987,2.182652059539987,Z,1.0,
x01233-1,1.2887034500770487,"3.11,0.10,-5.03","-2.23,6.86,-4.46","3.88,10.73,-9.87","-5.03,5.91,7.51",boltz_model_4,"1.05,1.08,-5.12",2.2835574392979394,2.2835574392979394,Z,1.0,
x01233-1,1.2887034500770487,"3.11,0.10,-5.03","-2.23,6.86,-4.46","3.88,10.73,-9.87","-5.03,5.91,7.51",gnina_refined,"1.22,1.01,-4.70",2.1253377643958977,2.1253377643958977,Z,1.0,
x01233-1,1.2887034500770487,"3.11,0.10,-5.03","-2.23,6.86,-4.46","3.88,10.73,-9.87","-5.03,5.91,7.51",template_transferred,"-1.66,9.51,-3.78",10.619588165568077,2.792096795292325,Y,1.0,
x01233-1,1.2887034500770487,"3.11,0.10,-5.03","-2.23,6.86,-4.46","3.88,10.73,-9.87","-5.03,5.91,7.51",posit,"0.17,0.61,-5.74",3.077838828918058,3.077838828918058,Z,1.0,
x01234-1,1.1249916215018394,"-0.14,-6.07,-3.80","5.27,-1.09,-8.33","8.64,-9.06,-10.94","7.15,7.66,0.14",boltz_model_0,"0.73,-4.04,-4.18",2.241142101312524,2.241142101312524,Z,1.0,
x01234-1,1.1249916215018394,"-0.14,-6.07,-3.80","5.27,-1.09,-8.33","8.64,-9.06,-10.94","7.15,7.66,0.14",boltz_model_1,"2.55,-4.52,-5.38",3.485015039955888,3.485015039955888,Z,1.0,
x01234-1,1.1249916215018394,"-0.14,-6.07,-3.80","5.27,-1.09,-8.33","8.64,-9.06,-10.94","7.15,7.66,0.14",boltz_model_2,"1.45,-6.19,-5.44",2.293053391328284,2.293053391328284,Z,1.0,
x01234-1,1.1249916215018394,"-0.14,-6.07,-3.80","5.27,-1.09,-8.33","8.64,-9.06,-10.94","7.15,7.66,0.14",boltz_model_3,"1.89,-4.75,-4.90",2.6615988870545113,2.661598887054511,Z,1.0,
x01234-1,1.1249916215018394,"-0.14,-6.07,-3.80","5.27,-1.09,-8.33","8.64,-9.06,-10.94","7.15,7.66,0.14",boltz_model_4,"2.25,-5.70,-4.73",2.596849454685375,2.596849454685375,Z,1.0,
x01234-1,1.1249916215018394,"-0.14,-6.07,-3.80","5.27,-1.09,-8.33","8.64,-9.06,-10.94","7.15,7.66,0.14",gnina_refined,"0.81,-3.83,-4.38",2.5014348369401316,2.5014348369401316,Z,1.0,
x01234-1,1.1249916215018394,"-0.14,-6.07,-3.80","5.27,-1.09,-8.33","8.64,-9.06,-10.94","7.15,7.66,0.14",template_transferred,"3.84,-5.02,-2.27",4.391058559784417,4.391058559784416,Z,1.0,
x01234-1,1.1249916215018394,"-0.14,-6.07,-3.80","5.27,-1.09,-8.33","8.64,-9.06,-10.94","7.15,7.66,0.14",posit,"7.60,-0.17,-6.29",10.04985618525488,3.2304169033900645,Y,1.0,
x01249-1,0.7061418282985304,"2.20,0.69,-6.40","9.21,-0.66,-1.54","12.60,-3.84,-9.29","3.57,-4.64,8.66",boltz_model_0,"3.65,0.97,-5.26",1.8619631379821853,1.8619631379821853,Z,1.0,
x01249-1,0.7061418282985304,"2.20,0.69,-6.40","9.21,-0.66,-1.54","12.60,-3.84,-9.29","3.57,-4.64,8.66",boltz_model_1,"4.17,0.96,-5.71",2.101369777695267,2.101369777695267,Z,1.0,
x01249-1,0.7061418282985304,"2.20,0.69,-6.40","9.21,-0.66,-1.54","12.60,-3.84,-9.29","3.57,-4.64,8.66",boltz_model_2,"2.90,0.21,-6.17",0.8846205483062509,0.8846205483062509,Z,1.0,
x01249-1,0.7061418282985304,"2.20,0.69,-6.40","9.21,-0.66,-1.54","12.60,-3.84,-9.29","3.57,-4.64,8.66",boltz_model_3,"3.94,0.17,-6.37",1.8205885339530328,1.8205885339530328,Z,1.0,
x01249-1,0.7061418282985304,"2.20,0.69,-6.40","9.21,-0.66,-1.54","12.60,-3.84,-9.29","3.57,-4.64,8.66",boltz_model_4,"3.05,-1.02,-6.82",1.9601946248564317,1.9601946248564317,Z,1.0,
x01249-1,0.7061418282985304,"2.20,0.69,-6.40","9.21,-0.66,-1.54","12.60,-3.84,-9.29","3.57,-4.64,8.66",gnina_refined,"3.44,0.92,-4.98",1.9025316692417764,1.9025316692417764,Z,1.0,
x01249-1,0.7061418282985304,"2.20,0.69,-6.40","9.21,-0.66,-1.54","12.60,-3.84,-9.29","3.57,-4.64,8.66",template_transferred,"9.38,-2.72,-1.20",9.500519236974457,2.0959451626380843,Y,1.0,
x01249-1,0.7061418282985304,"2.20,0.69,-6.40","9.21,-0.66,-1.54","12.60,-3.84,-9.29","3.57,-4.64,8.66",posit,"9.33,-4.98,-1.18",10.501993915622718,4.340399048434018,Y,1.0,
x01260-1,1.298476061395375,"-0.04,-6.53,-2.92","-0.29,-0.08,-8.67","3.00,-6.40,-14.23","3.60,9.01,-1.32",boltz_model_0,"-0.81,-4.84,-4.14",2.2196678243473005,2.2196678243473005,Z,1.0,
x01260-1,1.298476061395375,"-0.04,-6.53,-2.92","-0.29,-0.08,-8.67","3.00,-6.40,-14.23","3.60,9.01,-1.32",boltz_model_1,"-0.77,-5.03,-4.03",2.003671402919769,2.003671402919769,Z,1.0,
x01260-1,1.298476061395375,"-0.04,-6.53,-2.92","-0.29,-0.08,-8.67","3.00,-6.40,-14.23","3.60,9.01,-1.32",boltz_model_2,"-0.79,-5.00,-3.98",2.0044682403781455,2.0044682403781455,Z,1.0,
x01260-1,1.298476061395375,"-0.04,-6.53,-2.92","-0.29,-0.08,-8.67","3.00,-6.40,-14.23","3.60,9.01,-1.32",boltz_model_3,"-0.80,-4.82,-4.10",2.2101210601908257,2.2101210601908257,Z,1.0,
x01260-1,1.298476061395375,"-0.04,-6.53,-2.92","-0.29,-0.08,-8.67","3.00,-6.40,-14.23","3.60,9.01,-1.32",boltz_model_4,"-0.87,-4.93,-4.18",2.198488908122065,2.1984889081220644,Z,1.0,
x01260-1,1.298476061395375,"-0.04,-6.53,-2.92","-0.29,-0.08,-8.67","3.00,-6.40,-14.23","3.60,9.01,-1.32",gnina_refined,"-1.02,-4.88,-4.27",2.345303605220898,2.345303605220898,Z,1.0,
x01260-1,1.298476061395375,"-0.04,-6.53,-2.92","-0.29,-0.08,-8.67","3.00,-6.40,-14.23","3.60,9.01,-1.32",template_transferred,"1.40,-7.03,-5.85",3.299377589937683,3.299377589937683,Z,1.0,
x01260-1,1.298476061395375,"-0.04,-6.53,-2.92","-0.29,-0.08,-8.67","3.00,-6.40,-14.23","3.60,9.01,-1.32",posit,"0.47,-1.03,-3.17",5.520189177232608,5.520189177232609,Z,0.0,
x01287-1,1.0955271541907416,"-0.76,-0.21,5.76","1.62,-7.69,2.15","5.51,-9.05,10.19","4.37,-3.44,-9.09",boltz_model_0,"-0.47,-1.42,5.16",1.3798325299063348,1.3798325299063348,Z,1.0,
x01287-1,1.0955271541907416,"-0.76,-0.21,5.76","1.62,-7.69,2.15","5.51,-9.05,10.19","4.37,-3.44,-9.09",boltz_model_1,"-0.20,-1.66,5.32",1.615665860076147,1.615665860076147,Z,1.0,
x01287-1,1.0955271541907416,"-0.76,-0.21,5.76","1.62,-7.69,2.15","5.51,-9.05,10.19","4.37,-3.44,-9.09",boltz_model_2,"-0.41,-1.44,4.98",1.5002535853172998,1.5002535853172998,Z,1.0,
x01287-1,1.0955271541907416,"-0.76,-0.21,5.76","1.62,-7.69,2.15","5.51,-9.05,10.19","4.37,-3.44,-9.09",boltz_model_3,"-0.56,-1.52,4.89",1.5841106988515814,1.5841106988515814,Z,1.0,
