compound,ftmap_ca_rmsd,hotspot_Z_xyz,hotspot_Y_xyz,hotspot_X_xyz,hotspot_W_xyz,source,ligand_centroid,dist_to_Z,dist_to_nearest_top4,nearest_top4_chain,n_top4_within_5A,error
x00358-1,1.4043253894941048,"2.22,6.84,-2.14","-5.70,5.40,-5.26","-6.14,14.42,-5.24","-8.67,-4.24,1.83",boltz_model_0,"0.13,5.22,-3.47",2.9614287683506935,2.9614287683506935,Z,1.0,
x00358-1,1.4043253894941048,"2.22,6.84,-2.14","-5.70,5.40,-5.26","-6.14,14.42,-5.24","-8.67,-4.24,1.83",boltz_model_1,"0.08,5.26,-3.50",2.9824211543711328,2.9824211543711328,Z,1.0,
x00358-1,1.4043253894941048,"2.22,6.84,-2.14","-5.70,5.40,-5.26","-6.14,14.42,-5.24","-8.67,-4.24,1.83",boltz_model_2,"0.12,5.28,-3.50",2.945929480553621,2.945929480553621,Z,1.0,
x00358-1,1.4043253894941048,"2.22,6.84,-2.14","-5.70,5.40,-5.26","-6.14,14.42,-5.24","-8.67,-4.24,1.83",boltz_model_3,"0.02,5.26,-3.38",2.9712799841644992,2.9712799841644992,Z,1.0,
x00358-1,1.4043253894941048,"2.22,6.84,-2.14","-5.70,5.40,-5.26","-6.14,14.42,-5.24","-8.67,-4.24,1.83",boltz_model_4,"-0.01,5.32,-3.57",3.0517210037073266,3.0517210037073266,Z,1.0,
x00358-1,1.4043253894941048,"2.22,6.84,-2.14","-5.70,5.40,-5.26","-6.14,14.42,-5.24","-8.67,-4.24,1.83",gnina_refined,"0.16,5.46,-3.45",2.801559309356463,2.8015593093564632,Z,1.0,
x00358-1,1.4043253894941048,"2.22,6.84,-2.14","-5.70,5.40,-5.26","-6.14,14.42,-5.24","-8.67,-4.24,1.83",template_transferred,"0.29,8.17,-1.90",2.3581756473304405,2.3581756473304405,Z,1.0,
x00358-1,1.4043253894941048,"2.22,6.84,-2.14","-5.70,5.40,-5.26","-6.14,14.42,-5.24","-8.67,-4.24,1.83",posit,"-6.67,12.10,-2.96",10.365405132621849,3.2987482275148032,X,1.0,
x00370-1,0.48223738214089273,"6.56,0.62,2.20","3.16,8.38,3.90","8.72,8.01,11.02","-8.53,5.89,0.88",boltz_model_0,"5.03,1.12,4.46",2.774948514298299,2.774948514298299,Z,1.0,
x00370-1,0.48223738214089273,"6.56,0.62,2.20","3.16,8.38,3.90","8.72,8.01,11.02","-8.53,5.89,0.88",boltz_model_1,"4.70,1.12,4.43",2.949245661302045,2.949245661302045,Z,1.0,
x00370-1,0.48223738214089273,"6.56,0.62,2.20","3.16,8.38,3.90","8.72,8.01,11.02","-8.53,5.89,0.88",boltz_model_2,"4.75,1.07,4.45",2.9234903042789275,2.9234903042789275,Z,1.0,
x00370-1,0.48223738214089273,"6.56,0.62,2.20","3.16,8.38,3.90","8.72,8.01,11.02","-8.53,5.89,0.88",boltz_model_3,"5.41,1.07,4.11",2.274763531270186,2.274763531270186,Z,1.0,
x00370-1,0.48223738214089273,"6.56,0.62,2.20","3.16,8.38,3.90","8.72,8.01,11.02","-8.53,5.89,0.88",boltz_model_4,"5.26,1.18,4.40",2.61519107709376,2.61519107709376,Z,1.0,
x00370-1,0.48223738214089273,"6.56,0.62,2.20","3.16,8.38,3.90","8.72,8.01,11.02","-8.53,5.89,0.88",gnina_refined,"4.68,1.52,4.20",2.889669179030726,2.889669179030726,Z,1.0,
x00370-1,0.48223738214089273,"6.56,0.62,2.20","3.16,8.38,3.90","8.72,8.01,11.02","-8.53,5.89,0.88",template_transferred,"4.46,0.60,5.11",3.5868125446444985,3.5868125446444985,Z,1.0,
x00370-1,0.48223738214089273,"6.56,0.62,2.20","3.16,8.38,3.90","8.72,8.01,11.02","-8.53,5.89,0.88",posit,"1.81,2.93,7.04",7.164176439655493,6.434333439833834,Y,0.0,
x00406-1,0.6353221637028649,"-7.70,1.88,-1.45","-8.19,-0.64,6.79","-15.61,4.52,6.76","3.79,0.04,9.58",boltz_model_0,"-6.98,0.78,2.47",4.140538454330619,4.140538454330619,Z,2.0,
x00406-1,0.6353221637028649,"-7.70,1.88,-1.45","-8.19,-0.64,6.79","-15.61,4.52,6.76","3.79,0.04,9.58",boltz_model_1,"-7.28,1.75,3.21",4.684262102216557,4.401101934351452,Y,2.0,
x00406-1,0.6353221637028649,"-7.70,1.88,-1.45","-8.19,-0.64,6.79","-15.61,4.52,6.76","3.79,0.04,9.58",boltz_model_2,"-7.02,0.97,3.18",4.767920766397523,4.1256893310797444,Y,2.0,
x00406-1,0.6353221637028649,"-7.70,1.88,-1.45","-8.19,-0.64,6.79","-15.61,4.52,6.76","3.79,0.04,9.58",boltz_model_3,"-7.57,1.07,3.29",4.816219722388262,3.942714928454632,Y,2.0,
x00406-1,0.6353221637028649,"-7.70,1.88,-1.45","-8.19,-0.64,6.79","-15.61,4.52,6.76","3.79,0.04,9.58",boltz_model_4,"-7.53,1.24,2.74",4.243605372436506,4.243605372436507,Z,2.0,
x00406-1,0.6353221637028649,"-7.70,1.88,-1.45","-8.19,-0.64,6.79","-15.61,4.52,6.76","3.79,0.04,9.58",gnina_refined,"-7.37,1.23,2.74",4.259622339166286,4.259622339166286,Z,2.0,
x00406-1,0.6353221637028649,"-7.70,1.88,-1.45","-8.19,-0.64,6.79","-15.61,4.52,6.76","3.79,0.04,9.58",template_transferred,"-9.06,-2.53,9.02",11.448111679735828,3.0509117233616694,Y,1.0,
x00406-1,0.6353221637028649,"-7.70,1.88,-1.45","-8.19,-0.64,6.79","-15.61,4.52,6.76","3.79,0.04,9.58",posit,"-7.16,0.32,3.88",5.585006237563834,3.2349074715593704,Y,1.0,
x00409-1,1.0603592437793259,"-0.20,6.21,-1.68","7.50,4.58,1.89","9.87,12.14,-2.45","7.61,-7.65,0.36",boltz_model_0,"1.83,4.74,-0.68",2.6910719521841275,2.6910719521841275,Z,1.0,
x00409-1,1.0603592437793259,"-0.20,6.21,-1.68","7.50,4.58,1.89","9.87,12.14,-2.45","7.61,-7.65,0.36",boltz_model_1,"1.80,4.90,-0.71",2.5745872102619454,2.5745872102619454,Z,1.0,
x00409-1,1.0603592437793259,"-0.20,6.21,-1.68","7.50,4.58,1.89","9.87,12.14,-2.45","7.61,-7.65,0.36",boltz_model_2,"1.90,4.83,-0.69",2.6888591541555305,2.6888591541555305,Z,1.0,
x00409-1,1.0603592437793259,"-0.20,6.21,-1.68","7.50,4.58,1.89","9.87,12.14,-2.45","7.61,-7.65,0.36",boltz_model_3,"1.94,4.85,-0.58",2.7543365872315335,2.7543365872315335,Z,1.0,
x00409-1,1.0603592437793259,"-0.20,6.21,-1.68","7.50,4.58,1.89","9.87,12.14,-2.45","7.61,-7.65,0.36",boltz_model_4,"1.96,4.73,-0.98",2.7030870882804585,2.7030870882804585,Z,1.0,
x00409-1,1.0603592437793259,"-0.20,6.21,-1.68","7.50,4.58,1.89","9.87,12.14,-2.45","7.61,-7.65,0.36",gnina_refined,"2.29,5.25,-0.94",2.764440264453099,2.764440264453099,Z,1.0,
x00409-1,1.0603592437793259,"-0.20,6.21,-1.68","7.50,4.58,1.89","9.87,12.14,-2.45","7.61,-7.65,0.36",template_transferred,,,,,,pdb_missing
x00409-1,1.0603592437793259,"-0.20,6.21,-1.68","7.50,4.58,1.89","9.87,12.14,-2.45","7.61,-7.65,0.36",posit,,,,,,pdb_missing
x00433-1,0.6884913057341409,"0.41,-0.33,6.51","-6.73,3.34,3.32","-9.79,2.08,11.73","-6.79,-2.18,-7.70",boltz_model_0,"-1.19,-0.68,6.61",1.6402056233082836,1.6402056233082836,Z,1.0,
x00433-1,0.6884913057341409,"0.41,-0.33,6.51","-6.73,3.34,3.32","-9.79,2.08,11.73","-6.79,-2.18,-7.70",boltz_model_1,"-1.14,-0.65,6.69",1.5881470206866675,1.5881470206866675,Z,1.0,
x00433-1,0.6884913057341409,"0.41,-0.33,6.51","-6.73,3.34,3.32","-9.79,2.08,11.73","-6.79,-2.18,-7.70",boltz_model_2,"-1.24,-0.79,6.45",1.7118358955621673,1.7118358955621673,Z,1.0,
x00433-1,0.6884913057341409,"0.41,-0.33,6.51","-6.73,3.34,3.32","-9.79,2.08,11.73","-6.79,-2.18,-7.70",boltz_model_3,"-1.12,-0.73,6.69",1.5939415931180199,1.5939415931180199,Z,1.0,
x00433-1,0.6884913057341409,"0.41,-0.33,6.51","-6.73,3.34,3.32","-9.79,2.08,11.73","-6.79,-2.18,-7.70",boltz_model_4,"-1.03,-0.82,6.67",1.525065422385108,1.525065422385108,Z,1.0,
x00433-1,0.6884913057341409,"0.41,-0.33,6.51","-6.73,3.34,3.32","-9.79,2.08,11.73","-6.79,-2.18,-7.70",gnina_refined,"-1.33,-0.57,6.67",1.75872793185571,1.75872793185571,Z,1.0,
x00433-1,0.6884913057341409,"0.41,-0.33,6.51","-6.73,3.34,3.32","-9.79,2.08,11.73","-6.79,-2.18,-7.70",template_transferred,"-6.67,-2.58,4.48",7.703799555240968,6.02670515074732,Y,0.0,
x00433-1,0.6884913057341409,"0.41,-0.33,6.51","-6.73,3.34,3.32","-9.79,2.08,11.73","-6.79,-2.18,-7.70",posit,"-7.68,-1.99,4.70",8.45052183710512,5.58034051682591,Y,0.0,
x00462-1,1.3486228976574632,"7.07,2.03,0.12","1.51,6.58,4.91","8.78,7.89,10.11","-8.22,-0.93,3.94",boltz_model_0,"6.75,3.91,1.42",2.305384280251666,2.305384280251666,Z,1.0,
x00462-1,1.3486228976574632,"7.07,2.03,0.12","1.51,6.58,4.91","8.78,7.89,10.11","-8.22,-0.93,3.94",boltz_model_1,"6.91,4.33,1.50",2.6862435197269856,2.6862435197269856,Z,1.0,
x00462-1,1.3486228976574632,"7.07,2.03,0.12","1.51,6.58,4.91","8.78,7.89,10.11","-8.22,-0.93,3.94",boltz_model_2,"7.13,4.20,1.75",2.7106032849921706,2.7106032849921706,Z,1.0,
x00462-1,1.3486228976574632,"7.07,2.03,0.12","1.51,6.58,4.91","8.78,7.89,10.11","-8.22,-0.93,3.94",boltz_model_3,"7.00,4.24,1.61",2.666930632741366,2.666930632741366,Z,1.0,
x00462-1,1.3486228976574632,"7.07,2.03,0.12","1.51,6.58,4.91","8.78,7.89,10.11","-8.22,-0.93,3.94",boltz_model_4,"7.14,4.02,1.90",2.667020804608433,2.667020804608433,Z,1.0,
x00462-1,1.3486228976574632,"7.07,2.03,0.12","1.51,6.58,4.91","8.78,7.89,10.11","-8.22,-0.93,3.94",gnina_refined,"7.22,4.59,1.46",2.8876297296946944,2.8876297296946944,Z,1.0,
x00462-1,1.3486228976574632,"7.07,2.03,0.12","1.51,6.58,4.91","8.78,7.89,10.11","-8.22,-0.93,3.94",template_transferred,"-3.79,3.82,2.20",11.202938356870995,6.5585466296454,Y,0.0,
x00462-1,1.3486228976574632,"7.07,2.03,0.12","1.51,6.58,4.91","8.78,7.89,10.11","-8.22,-0.93,3.94",posit,"-2.82,3.13,1.94",10.114287932291969,6.282267284858814,Y,0.0,
x00463-1,1.27917682913428,"5.92,-8.36,0.15","-1.53,-10.44,-3.68","3.24,-17.55,-6.58","-4.86,0.85,-7.35",boltz_model_0,"1.01,-8.70,-2.25",5.477659099125295,3.397420173611427,Y,1.0,
x00463-1,1.27917682913428,"5.92,-8.36,0.15","-1.53,-10.44,-3.68","3.24,-17.55,-6.58","-4.86,0.85,-7.35",boltz_model_1,"1.29,-9.05,-2.23",5.257981319284002,3.4608257632757287,Y,1.0,
x00463-1,1.27917682913428,"5.92,-8.36,0.15","-1.53,-10.44,-3.68","3.24,-17.55,-6.58","-4.86,0.85,-7.35",boltz_model_2,"2.31,-9.19,-2.84",4.763733878516397,4.127162339622468,Y,2.0,
x00463-1,1.27917682913428,"5.92,-8.36,0.15","-1.53,-10.44,-3.68","3.24,-17.55,-6.58","-4.86,0.85,-7.35",boltz_model_3,"2.41,-9.24,-2.20",4.320358461059671,4.320358461059671,Z,2.0,
x00463-1,1.27917682913428,"5.92,-8.36,0.15","-1.53,-10.44,-3.68","3.24,-17.55,-6.58","-4.86,0.85,-7.35",boltz_model_4,"1.24,-8.85,-2.12",5.227143082609368,3.557791577353628,Y,1.0,
x00463-1,1.27917682913428,"5.92,-8.36,0.15","-1.53,-10.44,-3.68","3.24,-17.55,-6.58","-4.86,0.85,-7.35",gnina_refined,"1.54,-8.93,-2.10",4.959608537590188,3.7696745014832893,Y,2.0,
x00463-1,1.27917682913428,"5.92,-8.36,0.15","-1.53,-10.44,-3.68","3.24,-17.55,-6.58","-4.86,0.85,-7.35",template_transferred,"3.51,-9.20,-1.94",3.300643387407302,3.300643387407302,Z,1.0,
x00463-1,1.27917682913428,"5.92,-8.36,0.15","-1.53,-10.44,-3.68","3.24,-17.55,-6.58","-4.86,0.85,-7.35",posit,"2.41,-8.39,-1.79",4.017059656133575,4.017059656133575,Z,2.0,
x00494-1,1.2029649530850417,"2.11,1.89,-6.27","8.31,-4.04,-7.25","7.16,-2.17,-16.02","4.49,-12.04,1.30",boltz_model_0,"2.91,0.63,-7.18",1.747277400658033,1.747277400658033,Z,1.0,
x00494-1,1.2029649530850417,"2.11,1.89,-6.27","8.31,-4.04,-7.25","7.16,-2.17,-16.02","4.49,-12.04,1.30",boltz_model_1,"3.63,0.63,-6.53",1.9924861567852028,1.9924861567852028,Z,1.0,
x00494-1,1.2029649530850417,"2.11,1.89,-6.27","8.31,-4.04,-7.25","7.16,-2.17,-16.02","4.49,-12.04,1.30",boltz_model_2,"3.61,0.11,-6.40",2.335417446670603,2.335417446670603,Z,1.0,
x00494-1,1.2029649530850417,"2.11,1.89,-6.27","8.31,-4.04,-7.25","7.16,-2.17,-16.02","4.49,-12.04,1.30",boltz_model_3,"2.85,0.76,-7.23",1.6584373569094373,1.6584373569094373,Z,1.0,
x00494-1,1.2029649530850417,"2.11,1.89,-6.27","8.31,-4.04,-7.25","7.16,-2.17,-16.02","4.49,-12.04,1.30",boltz_model_4,"3.66,0.48,-6.65",2.1320079798026113,2.1320079798026113,Z,1.0,
x00494-1,1.2029649530850417,"2.11,1.89,-6.27","8.31,-4.04,-7.25","7.16,-2.17,-16.02","4.49,-12.04,1.30",gnina_refined,"3.12,0.19,-7.06",2.12927696809805,2.12927696809805,Z,1.0,
x00494-1,1.2029649530850417,"2.11,1.89,-6.27","8.31,-4.04,-7.25","7.16,-2.17,-16.02","4.49,-12.04,1.30",template_transferred,"9.42,-4.91,-9.48",10.487595254147084,2.6326432970525224,Y,1.0,
x00494-1,1.2029649530850417,"2.11,1.89,-6.27","8.31,-4.04,-7.25","7.16,-2.17,-16.02","4.49,-12.04,1.30",posit,"9.08,-6.29,-7.51",10.82518493096304,2.400469110040185,Y,1.0,
x00509-1,0.6039215466128598,"-6.44,0.54,-0.37","-2.74,2.15,-8.00","-10.92,-0.01,-11.17","8.23,-3.04,-5.80",boltz_model_0,"-4.05,0.94,-4.48",4.773550066993191,3.9474978686291298,Y,2.0,
x00509-1,0.6039215466128598,"-6.44,0.54,-0.37","-2.74,2.15,-8.00","-10.92,-0.01,-11.17","8.23,-3.04,-5.80",boltz_model_1,"-4.22,0.68,-4.41",4.6096290689235655,4.1565122839362605,Y,2.0,
x00509-1,0.6039215466128598,"-6.44,0.54,-0.37","-2.74,2.15,-8.00","-10.92,-0.01,-11.17","8.23,-3.04,-5.80",boltz_model_2,"-3.88,0.92,-4.54",4.911314285185752,3.8461162818126113,Y,2.0,
x00509-1,0.6039215466128598,"-6.44,0.54,-0.37","-2.74,2.15,-8.00","-10.92,-0.01,-11.17","8.23,-3.04,-5.80",boltz_model_3,"-3.97,0.86,-4.58",4.888835093366482,3.8606649614701576,Y,2.0,
x00509-1,0.6039215466128598,"-6.44,0.54,-0.37","-2.74,2.15,-8.00","-10.92,-0.01,-11.17","8.23,-3.04,-5.80",boltz_model_4,"-3.88,0.73,-4.35",4.731806482267422,4.085802844951209,Y,2.0,
x00509-1,0.6039215466128598,"-6.44,0.54,-0.37","-2.74,2.15,-8.00","-10.92,-0.01,-11.17","8.23,-3.04,-5.80",gnina_refined,"-4.00,1.23,-4.34",4.712520004475251,3.979960594095638,Y,2.0,
x00509-1,0.6039215466128598,"-6.44,0.54,-0.37","-2.74,2.15,-8.00","-10.92,-0.01,-11.17","8.23,-3.04,-5.80",template_transferred,"-6.45,-1.57,-1.26",2.2819044868840126,2.281904486884013,Z,1.0,
x00509-1,0.6039215466128598,"-6.44,0.54,-0.37","-2.74,2.15,-8.00","-10.92,-0.01,-11.17","8.23,-3.04,-5.80",posit,"-5.05,0.56,-3.47",3.3914554156082075,3.3914554156082075,Z,1.0,
x00512-1,1.202459530131318,"-1.56,-7.03,-1.05","6.11,-7.52,2.87","3.35,-15.91,4.77","6.29,3.75,7.87",boltz_model_0,"2.66,-6.79,1.24",4.808822962132885,3.892287934750606,Y,2.0,
x00512-1,1.202459530131318,"-1.56,-7.03,-1.05","6.11,-7.52,2.87","3.35,-15.91,4.77","6.29,3.75,7.87",boltz_model_1,"2.69,-6.70,1.32",4.877852553564505,3.8501310050138033,Y,2.0,
x00512-1,1.202459530131318,"-1.56,-7.03,-1.05","6.11,-7.52,2.87","3.35,-15.91,4.77","6.29,3.75,7.87",boltz_model_2,"2.62,-6.95,1.15",4.724919075383811,3.939187056452893,Y,2.0,
x00512-1,1.202459530131318,"-1.56,-7.03,-1.05","6.11,-7.52,2.87","3.35,-15.91,4.77","6.29,3.75,7.87",boltz_model_3,"2.72,-6.88,1.24",4.8656701197667305,3.814731856614719,Y,2.0,
x00512-1,1.202459530131318,"-1.56,-7.03,-1.05","6.11,-7.52,2.87","3.35,-15.91,4.77","6.29,3.75,7.87",boltz_model_4,"2.73,-6.77,1.26",4.884740424066896,3.8214390138942123,Y,2.0,
x00512-1,1.202459530131318,"-1.56,-7.03,-1.05","6.11,-7.52,2.87","3.35,-15.91,4.77","6.29,3.75,7.87",gnina_refined,"2.51,-6.74,1.31",4.718717497240953,4.001524488476122,Y,2.0,
x00512-1,1.202459530131318,"-1.56,-7.03,-1.05","6.11,-7.52,2.87","3.35,-15.91,4.77","6.29,3.75,7.87",template_transferred,"0.68,-8.41,2.85",4.707542007982443,4.707542007982443,Z,1.0,
x00512-1,1.202459530131318,"-1.56,-7.03,-1.05","6.11,-7.52,2.87","3.35,-15.91,4.77","6.29,3.75,7.87",posit,"2.95,-16.65,6.20",12.867682667499135,1.658039916105158,X,1.0,
x00527-1,0.664818280910386,"-1.40,5.23,-3.39","4.23,0.76,-8.18","-0.36,4.46,-15.02","4.50,-9.56,-1.44",boltz_model_0,"-0.05,4.56,-3.87",1.5848943997165663,1.584894399716566,Z,1.0,
x00527-1,0.664818280910386,"-1.40,5.23,-3.39","4.23,0.76,-8.18","-0.36,4.46,-15.02","4.50,-9.56,-1.44",boltz_model_1,"0.03,4.61,-3.82",1.6139100214355617,1.6139100214355617,Z,1.0,
x00527-1,0.664818280910386,"-1.40,5.23,-3.39","4.23,0.76,-8.18","-0.36,4.46,-15.02","4.50,-9.56,-1.44",boltz_model_2,"-0.61,4.07,-3.92",1.497610781211054,1.497610781211054,Z,1.0,
x00527-1,0.664818280910386,"-1.40,5.23,-3.39","4.23,0.76,-8.18","-0.36,4.46,-15.02","4.50,-9.56,-1.44",boltz_model_3,"0.43,4.50,-3.65",1.9843857606990476,1.9843857606990476,Z,1.0,
x00527-1,0.664818280910386,"-1.40,5.23,-3.39","4.23,0.76,-8.18","-0.36,4.46,-15.02","4.50,-9.56,-1.44",boltz_model_4,"0.08,4.72,-3.93",1.6471698503864487,1.647169850386449,Z,1.0,
x00527-1,0.664818280910386,"-1.40,5.23,-3.39","4.23,0.76,-8.18","-0.36,4.46,-15.02","4.50,-9.56,-1.44",gnina_refined,"-0.15,4.58,-3.85",1.480578169789933,1.480578169789933,Z,1.0,
x00527-1,0.664818280910386,"-1.40,5.23,-3.39","4.23,0.76,-8.18","-0.36,4.46,-15.02","4.50,-9.56,-1.44",template_transferred,"0.94,3.54,-4.62",3.135035646087858,3.135035646087858,Z,1.0,
x00527-1,0.664818280910386,"-1.40,5.23,-3.39","4.23,0.76,-8.18","-0.36,4.46,-15.02","4.50,-9.56,-1.44",posit,"3.60,-3.72,-4.80",10.348159519019484,5.643498422910646,Y,0.0,
x00543-1,1.380996649685691,"-0.91,9.23,-1.02","-2.76,8.01,7.32","1.39,15.98,8.25","-0.33,-4.06,7.95",boltz_model_0,"0.30,6.68,7.40",8.880746095956535,3.3363690711959237,Y,1.0,
x00543-1,1.380996649685691,"-0.91,9.23,-1.02","-2.76,8.01,7.32","1.39,15.98,8.25","-0.33,-4.06,7.95",boltz_model_1,"-0.89,7.75,3.90",5.138567038053424,3.9124424353645346,Y,1.0,
x00543-1,1.380996649685691,"-0.91,9.23,-1.02","-2.76,8.01,7.32","1.39,15.98,8.25","-0.33,-4.06,7.95",boltz_model_2,"-0.83,9.24,0.76",1.7837059153658377,1.7837059153658377,Z,1.0,
x00543-1,1.380996649685691,"-0.91,9.23,-1.02","-2.76,8.01,7.32","1.39,15.98,8.25","-0.33,-4.06,7.95",boltz_model_3,"-1.45,7.50,3.27",4.66101183205829,4.288889353983232,Y,2.0,
x00543-1,1.380996649685691,"-0.91,9.23,-1.02","-2.76,8.01,7.32","1.39,15.98,8.25","-0.33,-4.06,7.95",boltz_model_4,"0.54,6.51,8.12",9.646075277919758,3.712123904750021,Y,1.0,
x00543-1,1.380996649685691,"-0.91,9.23,-1.02","-2.76,8.01,7.32","1.39,15.98,8.25","-0.33,-4.06,7.95",gnina_refined,"-0.37,5.99,7.68",9.305148278179866,3.1497168630491985,Y,1.0,
x00543-1,1.380996649685691,"-0.91,9.23,-1.02","-2.76,8.01,7.32","1.39,15.98,8.25","-0.33,-4.06,7.95",template_transferred,"-0.37,6.30,8.06",9.558453973517821,3.026432374562117,Y,1.0,
x00543-1,1.380996649685691,"-0.91,9.23,-1.02","-2.76,8.01,7.32","1.39,15.98,8.25","-0.33,-4.06,7.95",posit,,,,,,pdb_missing
x00555-1,1.2996128850787225,"3.63,-3.95,-0.16","-2.08,-5.74,-6.39","4.73,-10.68,-9.68","-7.05,5.48,-7.52",boltz_model_0,"3.18,-4.24,-1.83",1.7545697470203934,1.7545697470203934,Z,1.0,
x00555-1,1.2996128850787225,"3.63,-3.95,-0.16","-2.08,-5.74,-6.39","4.73,-10.68,-9.68","-7.05,5.48,-7.52",boltz_model_1,"3.48,-4.30,-2.02",1.8936217352714986,1.8936217352714986,Z,1.0,
x00555-1,1.2996128850787225,"3.63,-3.95,-0.16","-2.08,-5.74,-6.39","4.73,-10.68,-9.68","-7.05,5.48,-7.52",boltz_model_2,"3.24,-4.28,-2.01",1.916174154417925,1.916174154417925,Z,1.0,
x00555-1,1.2996128850787225,"3.63,-3.95,-0.16","-2.08,-5.74,-6.39","4.73,-10.68,-9.68","-7.05,5.48,-7.52",boltz_model_3,"3.55,-4.19,-2.07",1.9281903072589308,1.9281903072589308,Z,1.0,
x00555-1,1.2996128850787225,"3.63,-3.95,-0.16","-2.08,-5.74,-6.39","4.73,-10.68,-9.68","-7.05,5.48,-7.52",boltz_model_4,"3.18,-4.27,-1.92",1.8452312109112405,1.8452312109112405,Z,1.0,
x00555-1,1.2996128850787225,"3.63,-3.95,-0.16","-2.08,-5.74,-6.39","4.73,-10.68,-9.68","-7.05,5.48,-7.52",gnina_refined,"3.33,-4.29,-1.93",1.8294987977595107,1.8294987977595107,Z,1.0,
x00555-1,1.2996128850787225,"3.63,-3.95,-0.16","-2.08,-5.74,-6.39","4.73,-10.68,-9.68","-7.05,5.48,-7.52",template_transferred,"1.24,-1.45,-4.92",5.888925160523138,5.620585979072122,Y,0.0,
x00555-1,1.2996128850787225,"3.63,-3.95,-0.16","-2.08,-5.74,-6.39","4.73,-10.68,-9.68","-7.05,5.48,-7.52",posit,"-2.89,-1.65,-6.73",9.534751659672258,4.182190717175395,Y,1.0,
x00558-1,1.10491017877025,"0.58,-2.07,-6.96","-1.01,-9.12,-2.24","-4.06,-12.34,-10.11","-5.13,-3.56,7.95",boltz_model_0,"0.68,-3.98,-5.17",2.625033099000257,2.625033099000257,Z,1.0,
x00558-1,1.10491017877025,"0.58,-2.07,-6.96","-1.01,-9.12,-2.24","-4.06,-12.34,-10.11","-5.13,-3.56,7.95",boltz_model_1,"0.82,-3.86,-5.28",2.4690096731176623,2.4690096731176623,Z,1.0,
x00558-1,1.10491017877025,"0.58,-2.07,-6.96","-1.01,-9.12,-2.24","-4.06,-12.34,-10.11","-5.13,-3.56,7.95",boltz_model_2,"0.49,-3.72,-5.05",2.531597958757571,2.531597958757571,Z,1.0,
x00558-1,1.10491017877025,"0.58,-2.07,-6.96","-1.01,-9.12,-2.24","-4.06,-12.34,-10.11","-5.13,-3.56,7.95",boltz_model_3,"0.40,-3.83,-5.34",2.3988192681529643,2.3988192681529643,Z,1.0,
x00558-1,1.10491017877025,"0.58,-2.07,-6.96","-1.01,-9.12,-2.24","-4.06,-12.34,-10.11","-5.13,-3.56,7.95",boltz_model_4,"0.87,-4.25,-6.09",2.3643064597745425,2.3643064597745425,Z,1.0,
x00558-1,1.10491017877025,"0.58,-2.07,-6.96","-1.01,-9.12,-2.24","-4.06,-12.34,-10.11","-5.13,-3.56,7.95",gnina_refined,"0.64,-3.71,-5.12",2.4664207770008186,2.4664207770008186,Z,1.0,
x00558-1,1.10491017877025,"0.58,-2.07,-6.96","-1.01,-9.12,-2.24","-4.06,-12.34,-10.11","-5.13,-3.56,7.95",template_transferred,"-3.12,-8.08,-0.27",9.725786094838154,3.0716485064937653,Y,1.0,
x00558-1,1.10491017877025,"0.58,-2.07,-6.96","-1.01,-9.12,-2.24","-4.06,-12.34,-10.11","-5.13,-3.56,7.95",posit,"-5.66,-10.94,-3.92",11.26760900114257,5.271290699624213,Y,0.0,
x00612-1,0.4497508142538212,"3.09,-2.55,6.53","-3.53,-6.57,2.71","-1.99,-12.78,9.09","-0.59,-4.11,-9.00",boltz_model_0,"1.37,-3.35,4.82",2.5528119442002333,2.5528119442002333,Z,1.0,
x00612-1,0.4497508142538212,"3.09,-2.55,6.53","-3.53,-6.57,2.71","-1.99,-12.78,9.09","-0.59,-4.11,-9.00",boltz_model_1,"-0.16,-3.89,3.37",4.729078490468805,4.356176596094901,Y,2.0,
x00612-1,0.4497508142538212,"3.09,-2.55,6.53","-3.53,-6.57,2.71","-1.99,-12.78,9.09","-0.59,-4.11,-9.00",boltz_model_2,"-0.16,-4.58,4.20",4.4821220999003355,4.190967141080745,Y,2.0,
x00612-1,0.4497508142538212,"3.09,-2.55,6.53","-3.53,-6.57,2.71","-1.99,-12.78,9.09","-0.59,-4.11,-9.00",boltz_model_3,"1.06,-4.64,4.71",3.4369179941785384,3.4369179941785384,Z,1.0,
x00612-1,0.4497508142538212,"3.09,-2.55,6.53","-3.53,-6.57,2.71","-1.99,-12.78,9.09","-0.59,-4.11,-9.00",boltz_model_4,"0.80,-3.96,3.87",3.785178392873049,3.7851783928730494,Z,1.0,
x00612-1,0.4497508142538212,"3.09,-2.55,6.53","-3.53,-6.57,2.71","-1.99,-12.78,9.09","-0.59,-4.11,-9.00",gnina_refined,"1.48,-3.39,4.94",2.416368155823818,2.416368155823818,Z,1.0,
x00612-1,0.4497508142538212,"3.09,-2.55,6.53","-3.53,-6.57,2.71","-1.99,-12.78,9.09","-0.59,-4.11,-9.00",template_transferred,"2.16,-4.69,4.57",3.0421232505314406,3.0421232505314406,Z,1.0,
x00612-1,0.4497508142538212,"3.09,-2.55,6.53","-3.53,-6.57,2.71","-1.99,-12.78,9.09","-0.59,-4.11,-9.00",posit,"0.91,-4.30,3.49",4.131392851180741,4.131392851180741,Z,1.0,
